"Date","Time","Temp","SpCond","DO Conc","DO Charge","DO%","Battery"
"M/D/Y","hh:mm:ss","C","mS/cm","mg/L","","%","V"
"06/21/10","21:08:40",22.77,0.171,8.51,40,98.8,6.2
"06/21/10","21:12:40",22.73,0.171,8.54,40,99.0,6.1
"06/21/10","21:16:40",22.69,0.172,8.55,40,99.1,6.1
"06/21/10","21:20:40",22.67,0.172,8.56,40,99.2,6.1
"06/21/10","21:24:40",22.65,0.172,8.56,40,99.2,6.1
"06/21/10","21:28:40",22.65,0.172,8.57,40,99.3,6.1
"06/21/10","21:32:40",22.68,0.170,8.46,40,98.0,6.1
"06/21/10","21:36:40",22.71,0.170,8.49,40,98.5,6.1
"06/21/10","21:40:40",22.71,0.170,8.50,40,98.5,6.1
"06/21/10","21:44:40",22.63,0.170,8.48,40,98.2,6.1
"06/21/10","21:48:40",22.62,0.170,8.56,40,99.1,6.1
"06/21/10","21:52:40",22.63,0.171,8.53,40,98.8,6.0
"06/21/10","21:56:40",22.61,0.171,8.57,40,99.2,6.0
"06/21/10","22:00:40",22.63,0.171,8.54,40,98.9,6.1
"06/21/10","22:04:40",22.65,0.171,8.50,40,98.4,6.0
"06/21/10","22:08:40",22.65,0.171,8.49,40,98.3,6.1
"06/21/10","22:12:40",22.63,0.171,8.47,40,98.1,6.0
"06/21/10","22:16:40",22.61,0.171,8.51,40,98.5,6.1
"06/21/10","22:20:40",22.62,0.171,8.45,40,97.9,6.0
"06/21/10","22:24:40",22.60,0.170,8.46,40,97.9,6.1
"06/21/10","22:28:40",22.59,0.170,8.44,40,97.6,6.1
"06/21/10","22:32:40",22.58,0.170,8.42,40,97.3,6.0
"06/21/10","22:36:40",22.56,0.170,8.39,40,97.1,6.0
"06/21/10","22:40:40",22.57,0.170,8.39,40,97.0,6.0
"06/21/10","22:44:40",22.55,0.170,8.39,40,97.0,6.0
"06/21/10","22:48:40",22.56,0.170,8.41,40,97.3,6.0
"06/21/10","22:52:40",22.55,0.170,8.42,40,97.3,6.0
"06/21/10","22:56:40",22.53,0.170,8.38,40,96.9,6.0
"06/21/10","23:00:40",22.53,0.170,8.38,40,96.8,6.0
"06/21/10","23:04:40",22.51,0.170,8.35,40,96.4,6.0
"06/21/10","23:08:40",22.51,0.170,8.38,40,96.8,6.0
"06/21/10","23:12:40",22.48,0.170,8.36,40,96.5,6.0
"06/21/10","23:16:40",22.48,0.170,8.36,40,96.5,6.0
"06/21/10","23:20:40",22.48,0.169,8.30,40,95.8,6.0
"06/21/10","23:24:40",22.48,0.169,8.29,40,95.8,6.0
"06/21/10","23:28:40",22.47,0.169,8.32,40,96.0,6.0
"06/21/10","23:32:40",22.47,0.169,8.38,40,96.7,6.0
"06/21/10","23:36:40",22.46,0.170,8.37,40,96.6,6.0
"06/21/10","23:40:40",22.45,0.169,8.37,40,96.6,6.0
"06/21/10","23:44:40",22.43,0.169,8.37,40,96.6,6.0
"06/21/10","23:48:40",22.44,0.169,8.36,40,96.4,6.0
"06/21/10","23:52:40",22.43,0.170,8.33,40,96.1,6.0
"06/21/10","23:56:40",22.42,0.169,8.34,40,96.2,6.0
"06/22/10","00:00:40",22.42,0.169,8.32,40,96.0,6.0
"06/22/10","00:04:40",22.42,0.169,8.33,40,96.1,6.0
"06/22/10","00:08:40",22.41,0.169,8.32,40,96.0,6.0
"06/22/10","00:12:40",22.38,0.169,8.32,40,95.9,6.0
"06/22/10","00:16:40",22.38,0.169,8.35,40,96.2,6.0
"06/22/10","00:20:40",22.38,0.169,8.31,40,95.8,6.0
"06/22/10","00:24:40",22.37,0.169,8.32,40,95.9,6.0
"06/22/10","00:28:40",22.36,0.169,8.32,40,95.8,6.0
"06/22/10","00:32:40",22.35,0.169,8.33,39,96.0,6.0
"06/22/10","00:36:40",22.35,0.169,8.35,40,96.1,6.0
"06/22/10","00:40:40",22.34,0.169,8.32,40,95.8,6.0
"06/22/10","00:44:40",22.33,0.169,8.31,40,95.7,6.0
"06/22/10","00:48:40",22.33,0.169,8.30,40,95.5,6.0
"06/22/10","00:52:40",22.33,0.169,8.30,40,95.6,6.0
"06/22/10","00:56:40",22.32,0.169,8.28,40,95.4,6.0
"06/22/10","01:00:40",22.31,0.169,8.19,40,94.3,6.0
"06/22/10","01:04:40",22.30,0.169,8.30,40,95.5,6.0
"06/22/10","01:08:40",22.30,0.169,8.29,40,95.4,6.0
"06/22/10","01:12:40",22.29,0.169,8.30,40,95.5,6.0
"06/22/10","01:16:40",22.28,0.170,8.33,40,95.9,6.0
"06/22/10","01:20:40",22.27,0.170,8.31,40,95.6,6.0
"06/22/10","01:24:40",22.27,0.170,8.30,40,95.4,6.0
"06/22/10","01:28:40",22.27,0.170,8.33,40,95.8,6.0
"06/22/10","01:32:40",22.25,0.170,8.34,40,95.9,6.0
"06/22/10","01:36:40",22.25,0.170,8.32,40,95.6,6.0
"06/22/10","01:40:40",22.25,0.170,8.30,40,95.4,6.0
"06/22/10","01:44:40",22.24,0.170,8.33,40,95.7,6.0
"06/22/10","01:48:40",22.23,0.170,8.33,40,95.7,6.0
"06/22/10","01:52:40",22.22,0.170,8.37,39,96.1,6.0
"06/22/10","01:56:40",22.21,0.170,8.36,40,96.0,6.0
"06/22/10","02:00:40",22.20,0.170,8.35,40,95.9,6.0
"06/22/10","02:04:40",22.19,0.170,8.32,40,95.5,6.0
"06/22/10","02:08:40",22.18,0.170,8.31,40,95.4,6.0
"06/22/10","02:12:40",22.17,0.170,8.33,40,95.6,6.0
"06/22/10","02:16:40",22.16,0.170,8.32,40,95.5,6.0
"06/22/10","02:20:40",22.16,0.170,8.33,40,95.5,6.0
"06/22/10","02:24:40",22.15,0.170,8.36,40,95.9,6.0
