"Date","Time","Temp","SpCond","DO Conc","DO Charge","DO%","Battery"
"M/D/Y","hh:mm:ss","C","mS/cm","mg/L","","%","V"
"06/22/10","05:48:40",17.53,0.191,8.78,47,91.9,6.4
"06/22/10","05:52:40",17.57,0.191,8.79,47,92.1,6.5
"06/22/10","05:56:40",17.61,0.190,8.80,47,92.2,6.5
"06/22/10","06:00:40",17.62,0.190,8.79,47,92.2,6.5
"06/22/10","06:04:40",17.62,0.190,8.79,47,92.2,6.5
"06/22/10","06:08:40",17.61,0.190,8.75,47,91.7,6.5
"06/22/10","06:12:40",17.60,0.190,8.74,47,91.6,6.4
"06/22/10","06:16:40",17.56,0.190,8.80,47,92.2,6.5
"06/22/10","06:20:40",17.54,0.191,8.81,47,92.2,6.4
"06/22/10","06:24:40",17.56,0.191,8.88,47,93.0,6.5
"06/22/10","06:28:40",17.58,0.191,8.81,47,92.3,6.4
"06/22/10","06:32:40",17.58,0.190,8.88,47,93.0,6.4
"06/22/10","06:36:40",17.61,0.190,8.89,47,93.2,6.4
"06/22/10","06:40:40",17.64,0.190,8.84,47,92.7,6.5
"06/22/10","06:44:40",17.69,0.190,8.82,47,92.6,6.5
"06/22/10","06:48:40",17.64,0.190,8.82,47,92.5,6.4
"06/22/10","06:52:40",17.58,0.190,8.86,47,92.8,6.4
"06/22/10","06:56:40",17.55,0.191,8.92,47,93.4,6.4
"06/22/10","07:00:40",17.51,0.191,8.88,47,92.9,6.5
"06/22/10","07:04:40",17.51,0.191,8.84,47,92.4,6.4
"06/22/10","07:08:40",17.55,0.191,8.82,47,92.4,6.4
"06/22/10","07:12:40",17.47,0.191,8.89,47,92.9,6.4
"06/22/10","07:16:40",17.48,0.191,8.92,47,93.3,6.5
"06/22/10","07:20:40",17.56,0.191,8.94,47,93.7,6.4
"06/22/10","07:24:40",17.58,0.191,8.92,47,93.4,6.4
"06/22/10","07:28:40",17.61,0.190,8.84,47,92.6,6.4
"06/22/10","07:32:40",17.63,0.190,8.88,47,93.1,6.4
"06/22/10","07:36:40",17.53,0.191,8.86,47,92.7,6.4
"06/22/10","07:40:40",17.53,0.191,8.87,47,92.9,6.4
"06/22/10","07:44:40",17.55,0.191,8.86,47,92.8,6.5
"06/22/10","07:48:40",17.53,0.191,8.82,47,92.3,6.4
"06/22/10","07:52:40",17.51,0.191,8.85,47,92.5,6.4
"06/22/10","07:56:40",17.56,0.191,8.83,47,92.5,6.4
"06/22/10","08:00:40",17.56,0.191,8.77,47,91.8,6.4
"06/22/10","08:04:40",17.58,0.191,8.79,47,92.0,6.4
"06/22/10","08:08:40",17.57,0.191,8.73,47,91.5,6.5
"06/22/10","08:12:40",17.55,0.191,8.69,47,90.9,6.4
"06/22/10","08:16:40",17.57,0.191,8.71,47,91.3,6.4
"06/22/10","08:20:40",17.62,0.190,8.66,47,90.8,6.4
"06/22/10","08:24:40",17.58,0.190,8.65,47,90.6,6.4
"06/22/10","08:28:40",17.59,0.190,8.69,47,91.0,6.4
"06/22/10","08:32:40",17.63,0.190,8.68,47,91.0,6.5
"06/22/10","08:36:40",17.59,0.190,8.64,47,90.5,6.4
"06/22/10","08:40:40",17.58,0.190,8.62,47,90.3,6.4
"06/22/10","08:44:40",17.59,0.190,8.67,47,90.9,6.4
"06/22/10","08:48:40",17.62,0.190,8.66,47,90.8,6.4
"06/22/10","08:52:40",17.57,0.191,8.74,47,91.5,6.4
"06/22/10","08:56:40",17.58,0.190,8.76,47,91.7,6.4
"06/22/10","09:00:40",17.59,0.190,8.79,47,92.1,6.4
"06/22/10","09:04:40",17.52,0.191,8.80,47,92.0,6.4
"06/22/10","09:08:40",17.55,0.191,8.84,47,92.5,6.4
"06/22/10","09:12:40",17.54,0.191,8.83,47,92.5,6.4
"06/22/10","09:16:40",17.59,0.191,8.82,47,92.5,6.5
"06/22/10","09:20:40",17.63,0.190,8.85,47,92.8,6.4
"06/22/10","09:24:40",17.57,0.191,8.87,47,92.9,6.4
"06/22/10","09:28:40",17.58,0.191,8.90,47,93.2,6.4
"06/22/10","09:32:40",17.59,0.191,8.85,47,92.7,6.4
"06/22/10","09:36:40",17.63,0.190,8.87,47,93.0,6.4
"06/22/10","09:40:40",17.61,0.191,8.87,47,93.0,6.5
"06/22/10","09:44:40",17.63,0.190,8.83,47,92.6,6.4
"06/22/10","09:48:40",17.61,0.190,8.80,47,92.2,6.4
"06/22/10","09:52:40",17.57,0.191,8.78,47,91.9,6.4
"06/22/10","09:56:40",17.54,0.191,8.86,47,92.7,6.4
"06/22/10","10:00:40",17.55,0.191,8.88,47,93.0,6.4
"06/22/10","10:04:40",17.51,0.191,8.94,47,93.5,6.4
"06/22/10","10:08:40",17.55,0.191,8.90,47,93.1,6.4
"06/22/10","10:12:40",17.59,0.191,8.91,47,93.4,6.4
"06/22/10","10:16:40",17.59,0.191,8.92,47,93.5,6.4
"06/22/10","10:20:40",17.58,0.191,8.91,47,93.4,6.4
"06/22/10","10:24:40",17.59,0.191,8.88,47,93.1,6.4
"06/22/10","10:28:40",17.56,0.191,8.95,47,93.7,6.4
"06/22/10","10:32:40",17.60,0.191,8.94,47,93.7,6.4
"06/22/10","10:36:40",17.59,0.191,8.93,47,93.6,6.4
"06/22/10","10:40:40",17.55,0.191,8.95,47,93.7,6.4
"06/22/10","10:44:40",17.46,0.191,9.01,47,94.2,6.4
"06/22/10","10:48:40",17.49,0.191,8.99,47,94.0,6.4
"06/22/10","10:52:40",17.54,0.191,9.02,47,94.4,6.4
"06/22/10","10:56:40",17.59,0.191,8.99,47,94.2,6.4
"06/22/10","11:00:40",17.60,0.191,8.95,47,93.8,6.4
"06/22/10","11:04:40",17.59,0.191,8.83,47,92.5,6.4
"06/22/10","11:08:40",17.62,0.191,8.69,47,91.2,6.4
"06/22/10","11:12:40",17.63,0.191,8.68,46,91.0,6.4
"06/22/10","11:16:40",17.65,0.191,8.67,47,90.9,6.4
"06/22/10","11:20:40",17.63,0.191,8.55,47,89.7,6.4
"06/22/10","11:24:40",17.58,0.191,8.62,46,90.3,6.4
"06/22/10","11:28:40",17.54,0.191,8.72,47,91.3,6.4
"06/22/10","11:32:40",17.53,0.191,8.95,47,93.7,6.4
"06/22/10","11:36:40",17.48,0.191,9.10,47,95.2,6.4
"06/22/10","11:40:40",17.44,0.192,9.17,47,95.8,6.4
"06/22/10","11:44:40",17.45,0.192,9.12,47,95.3,6.4
"06/22/10","11:48:40",17.48,0.191,9.10,47,95.1,6.4
"06/22/10","11:52:40",17.50,0.192,9.13,47,95.5,6.4
"06/22/10","11:56:40",17.51,0.192,9.06,47,94.8,6.4
"06/22/10","12:00:40",17.52,0.191,9.01,47,94.3,6.4
"06/22/10","12:04:40",17.58,0.191,9.03,47,94.6,6.4
"06/22/10","12:08:40",17.60,0.191,9.04,47,94.8,6.4
"06/22/10","12:12:40",17.60,0.191,9.03,47,94.7,6.4
"06/22/10","12:16:40",17.60,0.191,9.02,47,94.5,6.4
"06/22/10","12:20:40",17.62,0.191,8.98,47,94.1,6.4
"06/22/10","12:24:40",17.65,0.191,8.96,47,94.0,6.4
"06/22/10","12:28:40",17.65,0.191,8.98,47,94.2,6.4
"06/22/10","12:32:40",17.62,0.191,8.97,47,94.1,6.4
"06/22/10","12:36:40",17.63,0.191,9.01,47,94.5,6.4
"06/22/10","12:40:40",17.65,0.191,9.03,47,94.8,6.4
"06/22/10","12:44:40",17.74,0.190,8.93,47,93.9,6.4
"06/22/10","12:48:40",17.80,0.189,8.37,46,88.0,6.4
"06/22/10","12:52:40",17.88,0.188,7.98,46,84.1,6.4
"06/22/10","12:56:40",17.84,0.188,7.93,46,83.5,6.4
"06/22/10","13:00:40",17.84,0.188,8.05,46,84.7,6.4
"06/22/10","13:04:40",17.78,0.188,8.15,46,85.7,6.4
"06/22/10","13:08:40",17.67,0.189,8.08,46,84.8,6.4
"06/22/10","13:12:40",17.69,0.189,8.06,46,84.6,6.4
"06/22/10","13:16:40",17.68,0.189,8.09,46,84.9,6.4
"06/22/10","13:20:40",17.57,0.190,8.08,47,84.6,6.4
"06/22/10","13:24:40",17.49,0.191,8.10,46,84.7,6.4
"06/22/10","13:28:40",17.50,0.192,8.30,46,86.8,6.4
