Year,Day of Year,Time,Wind Speed (mph),Solar Radiation (W/m2)
2012,116,1000,0.28118816,313.3
2012,116,1100,1.01433376,105.7
2012,116,1200,0.28118816,133
2012,116,1300,0.28118816,106.7
2012,116,1400,1.57402784,360.5
2012,116,1500,2.20077792,115
2012,116,1600,1.34737856,121
2012,116,1700,2.06711296,208.5
2012,116,1800,2.82708096,79
2012,116,1900,0.28118816,7.39
2012,116,2000,0.28118816,0.657
2012,116,2100,0.28118816,0
2012,116,2200,0.28118816,0
2012,116,2300,2.25397568,0
2012,116,2400,1.654048,0
2012,117,100,0.74789792,0
2012,117,200,1.6406368,0
2012,117,300,5.2661312,0
2012,117,400,1.38761216,0
2012,117,500,3.375152,0
2012,117,600,3.8266624,7.39
2012,117,700,3.3617408,74.4
2012,117,800,4.001008,63.58
2012,117,900,3.3885632,123.1
2012,117,1000,3.8132512,180.1
2012,117,1100,1.73406816,365.2
2012,117,1200,2.7738832,1034
2012,117,1300,2.85390336,975
2012,117,1400,1.17437408,857
2012,117,1500,0.547624,759
2012,117,1600,4.3049952,636.3
2012,117,1700,2.42698016,493
2012,117,1800,0.70766432,52.71
2012,117,1900,0.28118816,33.34
2012,117,2000,0.28118816,0
2012,117,2100,0.28118816,0.329
2012,117,2200,0.28118816,0.821
2012,117,2300,0.28118816,1.807
2012,117,2400,0.28118816,0.822
2012,118,100,0.28118816,0.164
2012,118,200,0.28118816,0.164
2012,118,300,0.28118816,0.493
2012,118,400,0.28118816,0
2012,118,500,0.28118816,0.493
2012,118,600,0.28118816,8.88
2012,118,700,0.28118816,43.39
2012,118,800,0.28118816,151.2
2012,118,900,0.28118816,464.1
2012,118,1000,0.28118816,681.3
2012,118,1100,0.28118816,780
2012,118,1200,0.28118816,831
2012,118,1300,0.28118816,904
2012,118,1400,0.28118816,889
2012,118,1500,0.28118816,447.7
2012,118,1600,1.76089056,657.9
2012,118,1700,2.49403616,352.9
2012,118,1800,2.7872944,153.6
2012,118,1900,1.50741888,51.71
2012,118,2000,0.28118816,0
2012,118,2100,1.90751968,0
2012,118,2200,0.28118816,0
2012,118,2300,0.28118816,0
2012,118,2400,0.28118816,0
2012,119,100,1.98753984,0
2012,119,200,1.40102336,0
2012,119,300,0.28118816,0
2012,119,400,1.14755168,0
2012,119,500,0.28118816,0
2012,119,600,2.65362944,6.407
2012,119,700,0.28118816,65.06
2012,119,800,0.28118816,144.4
2012,119,900,2.54723392,303.1
2012,119,1000,1.94730624,446.8
2012,119,1100,0.28118816,442.7
2012,119,1200,3.04031904,617.7
2012,119,1300,0.28118816,740
2012,119,1400,0.28118816,697.9
2012,119,1500,0.28118816,564.6
2012,119,1600,0.28118816,340.6
2012,119,1700,0.28118816,194.4
2012,119,1800,0.28118816,110
2012,119,1900,0.28118816,47.94
2012,119,2000,0.28118816,0.493
2012,119,2100,0.28118816,0
2012,119,2200,0.28118816,0
2012,119,2300,0.28118816,0
2012,119,2400,0.28118816,0.329
2012,120,100,0.28118816,1.479
2012,120,200,0.28118816,0
2012,120,300,0.28118816,0
