  Date        	Time        	Fo	Fm	Blank	Fv	Yield

Configuration: Ward12

05/06/12	04:10:00	2930	3050	672	120	0.039
05/06/12	04:15:00	2959	3122	672	163	0.052
05/06/12	04:20:00	2955	3081	672	126	0.040
05/06/12	04:25:00	2930	3093	672	163	0.052
05/06/12	04:30:00	2930	3079	672	149	0.048
05/06/12	04:35:00	2918	3094	672	176	0.056
05/06/12	04:40:00	2977	3127	672	150	0.047
05/06/12	04:45:00	2946	3154	672	208	0.065
05/06/12	04:50:00	2938	3082	672	144	0.046
05/06/12	04:55:00	2967	3169	672	202	0.063
05/06/12	05:00:00	2962	3093	672	131	0.042
05/06/12	05:05:00	2972	3087	672	115	0.037
05/06/12	05:10:00	2930	3108	672	178	0.057
05/06/12	05:15:00	2946	3117	672	171	0.054
05/06/12	05:20:00	2928	3110	672	182	0.058
05/06/12	05:25:00	2958	3121	672	163	0.052
05/06/12	05:30:00	2927	3067	672	140	0.045
05/06/12	05:35:00	2958	3122	672	164	0.052
05/06/12	05:40:00	2923	3079	672	156	0.050
05/06/12	05:45:00	2960	3143	672	183	0.058
05/06/12	05:50:00	2964	3117	672	153	0.049
05/06/12	05:55:00	2946	3070	672	124	0.040
05/06/12	06:00:00	2960	3092	672	132	0.042
05/06/12	06:05:00	2883	3044	672	161	0.052
05/06/12	06:10:00	2965	3128	672	163	0.052
05/06/12	06:15:00	2920	3093	672	173	0.055
05/06/12	06:20:00	2919	3095	672	176	0.056
05/06/12	06:25:00	2979	3111	672	132	0.042
05/06/12	06:30:00	2961	3134	672	173	0.055
05/06/12	06:35:00	2968	3172	672	204	0.064
05/06/12	06:40:00	2936	3115	672	179	0.057
05/06/12	06:45:00	2927	3110	672	183	0.058
05/06/12	06:50:00	2959	3091	672	132	0.042
05/06/12	06:55:00	2977	3132	672	155	0.049
05/06/12	07:00:00	2955	3135	672	180	0.057
05/06/12	07:05:00	2974	3111	672	137	0.044
05/06/12	07:10:00	2939	3094	672	155	0.050
05/06/12	07:15:00	2911	3093	672	182	0.058
05/06/12	07:20:00	2922	3110	672	188	0.060
05/06/12	07:25:00	2929	3110	672	181	0.058
05/06/12	07:30:00	2937	3126	672	189	0.060
05/06/12	07:35:00	2941	3080	672	139	0.045
05/06/12	07:40:00	2947	3139	672	192	0.061
05/06/12	07:45:00	2958	3095	672	137	0.044
05/06/12	07:50:00	2965	3147	672	182	0.057
05/06/12	07:55:00	2928	3088	672	160	0.051
05/06/12	08:00:00	2928	3048	672	120	0.039
05/06/12	08:05:00	2941	3131	672	190	0.060
05/06/12	08:10:00	2928	3112	672	184	0.059
05/06/12	08:15:00	2919	3103	672	184	0.059
05/06/12	08:20:00	2932	3111	672	179	0.057
05/06/12	08:25:00	2942	3111	672	169	0.054
05/06/12	08:30:00	2964	3137	672	173	0.055
05/06/12	08:35:00	2906	3064	672	158	0.051
05/06/12	08:40:00	2965	3176	672	211	0.066
05/06/12	08:45:00	2956	3120	672	164	0.052
05/06/12	08:50:00	2920	3107	672	187	0.060
05/06/12	08:55:00	2935	3118	672	183	0.058
05/06/12	09:00:00	2935	3067	672	132	0.043
05/06/12	09:05:00	2965	3101	672	136	0.043
05/06/12	09:10:00	2889	3048	672	159	0.052
05/06/12	09:15:00	2946	3097	672	151	0.048
05/06/12	09:20:00	2923	3111	672	188	0.060
05/06/12	09:25:00	2913	3096	672	183	0.059
05/06/12	09:30:00	2967	3118	672	151	0.048
05/06/12	09:35:00	3011	3200	672	189	0.059
05/06/12	09:40:00	2957	3148	672	191	0.060
05/06/12	09:45:00	2948	3076	672	128	0.041
05/06/12	09:50:00	2952	3080	672	128	0.041
05/06/12	09:55:00	2951	3163	672	212	0.067
05/06/12	10:00:00	2896	3044	672	148	0.048
05/06/12	10:05:00	2914	3106	672	192	0.061
05/06/12	10:10:00	2940	3085	672	145	0.047
05/06/12	10:15:00	2960	3169	672	209	0.065
05/06/12	10:20:00	2939	3149	672	210	0.066
05/06/12	10:25:00	2969	3149	672	180	0.057
05/06/12	10:30:00	2949	3110	672	161	0.051
05/06/12	10:35:00	2998	3177	672	179	0.056
05/06/12	10:40:00	2921	3096	672	175	0.056
05/06/12	10:45:00	2924	3125	672	201	0.064
05/06/12	10:50:00	2907	3110	672	203	0.065
05/06/12	10:55:00	2938	3131	672	193	0.061
05/06/12	11:00:00	2929	3082	672	153	0.049
05/06/12	11:05:00	2951	3137	672	186	0.059
05/06/12	11:10:00	2951	3095	672	144	0.046
05/06/12	11:15:00	2943	3051	672	108	0.035
05/06/12	11:20:00	2884	3101	672	217	0.069
05/06/12	11:25:00	2954	3153	672	199	0.063
05/06/12	11:30:00	2940	3129	672	189	0.060
05/06/12	11:35:00	2914	3055	672	141	0.046
05/06/12	11:40:00	2911	3049	672	138	0.045
05/06/12	11:45:00	2991	3082	672	91	0.029
05/06/12	11:50:00	2913	3072	672	159	0.051
05/06/12	11:55:00	2949	3168	672	219	0.069
05/06/12	12:00:00	2927	3089	672	162	0.052
05/06/12	12:05:00	2922	3053	672	131	0.042
05/06/12	12:10:00	2909	3061	672	152	0.049
05/06/12	12:15:00	2954	3113	672	159	0.051
05/06/12	12:20:00	2934	3107	672	173	0.055
05/06/12	12:25:00	2936	3103	672	167	0.053
05/06/12	12:30:00	2924	3117	672	193	0.061
05/06/12	12:35:00	2918	3083	672	165	0.053
05/06/12	12:40:00	2910	3052	672	142	0.046
05/06/12	12:45:00	2927	3133	672	206	0.065
05/06/12	12:50:00	2906	3059	672	153	0.050
05/06/12	12:55:00	2928	3093	672	165	0.053
05/06/12	13:00:00	2961	3077	672	116	0.037
05/06/12	13:05:00	2900	3092	672	192	0.062
05/06/12	13:10:00	2924	3083	672	159	0.051
05/06/12	13:15:00	2953	3095	672	142	0.045
05/06/12	13:20:00	2968	3119	672	151	0.048
05/06/12	13:25:00	2892	3110	672	218	0.070
05/06/12	13:30:00	2944	3168	672	224	0.070
05/06/12	13:35:00	2964	3150	672	186	0.059
05/06/12	13:40:00	2945	3093	672	148	0.047
05/06/12	13:45:00	2940	3126	672	186	0.059
05/06/12	13:50:00	2964	3146	672	182	0.057
05/06/12	13:55:00	2873	3068	672	195	0.063
05/06/12	14:00:00	2923	3116	672	193	0.061
05/06/12	14:05:00	2964	3057	672	93	0.030
05/06/12	14:10:00	2923	3101	672	178	0.057
05/06/12	14:15:00	2940	3143	672	203	0.064
05/06/12	14:20:00	2896	3079	672	183	0.059
05/06/12	14:25:00	2916	3101	672	185	0.059
05/06/12	14:30:00	2934	3088	672	154	0.049
05/06/12	14:35:00	2928	3115	672	187	0.060
05/06/12	14:40:00	2897	3121	672	224	0.071
05/06/12	14:45:00	2906	3099	672	193	0.062
05/06/12	14:50:00	2933	3113	672	180	0.057
05/06/12	14:55:00	2952	3121	672	169	0.054
05/06/12	15:00:00	2916	3133	672	217	0.069
05/06/12	15:05:00	2940	3139	672	199	0.063
05/06/12	15:10:00	2937	3103	672	166	0.053
05/06/12	15:15:00	2921	3132	672	211	0.067
05/06/12	15:20:00	2938	3085	672	147	0.047
05/06/12	15:25:00	2900	3115	672	215	0.069
05/06/12	15:30:00	2948	3141	672	193	0.061
05/06/12	15:35:00	2961	3135	672	174	0.055
05/06/12	15:40:00	2957	3119	672	162	0.051
05/06/12	15:45:00	2934	3139	672	205	0.065
05/06/12	15:50:00	2954	3107	672	153	0.049
05/06/12	15:55:00	2948	3118	672	170	0.054
05/06/12	16:00:00	2935	3082	672	147	0.047
05/06/12	16:05:00	2976	3086	672	110	0.035
05/06/12	16:10:00	2912	3123	672	211	0.067
05/06/12	16:15:00	2928	3103	672	175	0.056
05/06/12	16:20:00	2945	3102	672	157	0.050
05/06/12	16:25:00	2952	3140	672	188	0.059
05/06/12	16:30:00	2946	3104	672	158	0.050
05/06/12	16:35:00	2967	3162	672	195	0.061
05/06/12	16:40:00	2972	3133	672	161	0.051
05/06/12	16:45:00	2925	3141	672	216	0.068
05/06/12	16:50:00	2960	3087	672	127	0.041
05/06/12	16:55:00	2936	3102	672	166	0.053
05/06/12	17:00:00	2921	3089	672	168	0.054
05/06/12	17:05:00	2917	3095	672	178	0.057
05/06/12	17:10:00	2919	3107	672	188	0.060
05/06/12	17:15:00	2907	3077	672	170	0.055
05/06/12	17:20:00	2964	3153	672	189	0.059
05/06/12	17:25:00	2940	3134	672	194	0.061
05/06/12	17:30:00	2959	3116	672	157	0.050
05/06/12	17:35:00	2927	3132	672	205	0.065
05/06/12	17:40:00	2910	3093	672	183	0.059
05/06/12	17:45:00	2960	3131	672	171	0.054
05/06/12	17:50:00	2962	3142	672	180	0.057
05/06/12	17:55:00	2951	3120	672	169	0.054
05/06/12	18:00:00	2967	3108	672	141	0.045
05/06/12	18:05:00	2903	3093	672	190	0.061
05/06/12	18:10:00	2964	3133	672	169	0.053
05/06/12	18:15:00	2988	3075	672	87	0.028
05/06/12	18:20:00	2963	3138	672	175	0.055
05/06/12	18:25:00	2922	3125	672	203	0.064
05/06/12	18:30:00	2969	3153	672	184	0.058
05/06/12	18:35:00	2945	3079	672	134	0.043
05/06/12	18:40:00	2938	3097	672	159	0.051
05/06/12	18:45:00	2947	3117	672	170	0.054
05/06/12	18:50:00	2966	3173	672	207	0.065
05/06/12	18:55:00	2937	3116	672	179	0.057
05/06/12	19:00:00	2939	3119	672	180	0.057
05/06/12	19:05:00	2941	3087	672	146	0.047
05/06/12	19:10:00	2956	3139	672	183	0.058
05/06/12	19:15:00	2931	3125	672	194	0.062
05/06/12	19:20:00	2942	3125	672	183	0.058
05/06/12	19:25:00	2925	3120	672	195	0.062
05/06/12	19:30:00	2998	3104	672	106	0.034
05/06/12	19:35:00	2944	3131	672	187	0.059
05/06/12	19:40:00	2939	3121	672	182	0.058
05/06/12	19:45:00	2939	3094	672	155	0.050
05/06/12	19:50:00	2963	3168	672	205	0.064
05/06/12	19:55:00	2955	3131	672	176	0.056
05/06/12	20:00:00	2896	3077	672	181	0.058
05/06/12	20:05:00	2929	3098	672	169	0.054
05/06/12	20:10:00	2937	3119	672	182	0.058
05/06/12	20:15:00	2976	3107	672	131	0.042
05/06/12	20:20:00	3001	3115	672	114	0.036
05/06/12	20:25:00	2998	3146	672	148	0.047
05/06/12	20:30:00	2915	3114	672	199	0.063
05/06/12	20:35:00	2987	3133	672	146	0.046
05/06/12	20:40:00	2939	3112	672	173	0.055
05/06/12	20:45:00	2922	3090	672	168	0.054
05/06/12	20:50:00	2970	3176	672	206	0.064
05/06/12	20:55:00	2943	3077	672	134	0.043
05/06/12	21:00:00	2948	3104	672	156	0.050
05/06/12	21:05:00	2917	3120	672	203	0.065
05/06/12	21:10:00	2922	3135	672	213	0.067
05/06/12	21:15:00	2949	3107	672	158	0.050
05/06/12	21:20:00	2972	3134	672	162	0.051
05/06/12	21:25:00	2929	3105	672	176	0.056
05/06/12	21:30:00	2925	3126	672	201	0.064
05/06/12	21:35:00	2966	3124	672	158	0.050
05/06/12	21:40:00	2965	3111	672	146	0.046
05/06/12	21:45:00	2941	3085	672	144	0.046
05/06/12	21:50:00	2905	3069	672	164	0.053
05/06/12	21:55:00	2906	3063	672	157	0.051
05/06/12	22:00:00	2937	3078	672	141	0.045
05/06/12	22:05:00	2950	3134	672	184	0.058
05/06/12	22:10:00	2975	3128	672	153	0.048
05/06/12	22:15:00	2934	3092	672	158	0.051
05/06/12	22:20:00	2938	3115	672	177	0.056
05/06/12	22:25:00	2969	3151	672	182	0.057
05/06/12	22:30:00	2961	3147	672	186	0.059
05/06/12	22:35:00	2945	3140	672	195	0.062
05/06/12	22:40:00	2965	3121	672	156	0.049
05/06/12	22:45:00	2921	3088	672	167	0.054
05/06/12	22:50:00	2960	3100	672	140	0.045
05/06/12	22:55:00	2967	3138	672	171	0.054
05/06/12	23:00:00	2995	3149	672	154	0.048
05/06/12	23:05:00	2934	3101	672	167	0.053
05/06/12	23:10:00	2974	3120	672	146	0.046
05/06/12	23:15:00	2941	3102	672	161	0.051
05/06/12	23:20:00	2942	3132	672	190	0.060
05/06/12	23:25:00	2991	3164	672	173	0.054
05/06/12	23:30:00	2973	3141	672	168	0.053
05/06/12	23:35:00	2930	3069	672	139	0.045
05/06/12	23:40:00	2921	3146	672	225	0.071
05/06/12	23:45:00	2948	3159	672	211	0.066
05/06/12	23:50:00	2957	3135	672	178	0.056
05/06/12	23:55:00	2945	3141	672	196	0.062
05/07/12	00:00:00	2949	3103	672	154	0.049
05/07/12	00:05:00	2957	3130	672	173	0.055
05/07/12	00:10:00	2910	3099	672	189	0.060
05/07/12	00:15:00	3006	3151	672	145	0.046
05/07/12	00:20:00	2943	3106	672	163	0.052
05/07/12	00:25:00	2955	3170	672	215	0.067
05/07/12	00:30:00	2960	3163	672	203	0.064
05/07/12	00:35:00	2976	3118	672	142	0.045
05/07/12	00:40:00	2939	3127	672	188	0.060
05/07/12	00:45:00	2984	3165	672	181	0.057
05/07/12	00:50:00	2973	3118	672	145	0.046
05/07/12	00:55:00	2944	3100	672	156	0.050
05/07/12	01:00:00	2932	3107	672	175	0.056
05/07/12	01:05:00	2946	3116	672	170	0.054
05/07/12	01:10:00	2954	3112	672	158	0.050
05/07/12	01:15:00	2976	3093	672	117	0.037
05/07/12	01:20:00	2972	3151	672	179	0.056
05/07/12	01:25:00	2975	3107	672	132	0.042
05/07/12	01:30:00	2943	3104	672	161	0.051
05/07/12	01:35:00	2916	3130	672	214	0.068
05/07/12	01:40:00	2976	3148	672	172	0.054
05/07/12	01:45:00	2939	3095	672	156	0.050
05/07/12	01:50:00	2954	3118	672	164	0.052
05/07/12	01:55:00	2976	3184	672	208	0.065
05/07/12	02:00:00	2960	3160	672	200	0.063
05/07/12	02:05:00	2956	3111	672	155	0.049
05/07/12	02:10:00	2949	3123	672	174	0.055
05/07/12	02:15:00	2970	3121	672	151	0.048
05/07/12	02:20:00	2943	3145	672	202	0.064
05/07/12	02:25:00	2935	3125	672	190	0.060
05/07/12	02:30:00	2960	3134	672	174	0.055
05/07/12	02:35:00	2939	3124	672	185	0.059
05/07/12	02:40:00	2939	3122	672	183	0.058
05/07/12	02:45:00	2972	3099	672	127	0.040
05/07/12	02:50:00	2968	3149	672	181	0.057
05/07/12	02:55:00	2966	3134	672	168	0.053
05/07/12	03:00:00	2966	3081	672	115	0.037
05/07/12	03:05:00	2971	3126	672	155	0.049
05/07/12	03:10:00	2953	3074	672	121	0.039
05/07/12	03:15:00	2952	3089	672	137	0.044
05/07/12	03:20:00	2968	3104	672	136	0.043
05/07/12	03:25:00	2938	3101	672	163	0.052
05/07/12	03:30:00	2903	3138	672	235	0.074
05/07/12	03:35:00	2905	3121	672	216	0.069
05/07/12	03:40:00	2933	3135	672	202	0.064
05/07/12	03:45:00	2977	3152	672	175	0.055
05/07/12	03:50:00	2937	3107	672	170	0.054
05/07/12	03:55:00	2964	3124	672	160	0.051
05/07/12	04:00:00	2962	3113	672	151	0.048
05/07/12	04:05:00	2963	3095	672	132	0.042
05/07/12	04:10:00	2942	3120	672	178	0.057
05/07/12	04:15:00	2953	3120	672	167	0.053
05/07/12	04:20:00	2979	3099	672	120	0.038
05/07/12	04:25:00	2923	3078	672	155	0.050
05/07/12	04:30:00	2902	3159	672	257	0.081
05/07/12	04:35:00	2969	3112	672	143	0.045
05/07/12	04:40:00	2944	3106	672	162	0.052
05/07/12	04:45:00	2971	3142	672	171	0.054
05/07/12	04:50:00	2925	3101	672	176	0.056
05/07/12	04:55:00	2946	3134	672	188	0.059
05/07/12	05:00:00	2964	3123	672	159	0.050
05/07/12	05:05:00	2971	3133	672	162	0.051
05/07/12	05:10:00	2919	3094	672	175	0.056
05/07/12	05:15:00	2926	3122	672	196	0.062
05/07/12	05:20:00	2926	3085	672	159	0.051
05/07/12	05:25:00	2936	3090	672	154	0.049
05/07/12	05:30:00	2969	3173	672	204	0.064
05/07/12	05:35:00	2939	3131	672	192	0.061
05/07/12	05:40:00	2959	3148	672	189	0.060
05/07/12	05:45:00	2891	3038	672	147	0.048
05/07/12	05:50:00	2939	3160	672	221	0.069
05/07/12	05:55:00	2933	3102	672	169	0.054
05/07/12	06:00:00	2929	3135	672	206	0.065
05/07/12	06:05:00	2982	3144	672	162	0.051
05/07/12	06:10:00	2890	3066	672	176	0.057
05/07/12	06:15:00	2943	3120	672	177	0.056
05/07/12	06:20:00	2953	3128	672	175	0.055
05/07/12	06:25:00	3017	3118	672	101	0.032
05/07/12	06:30:00	2913	3089	672	176	0.056
05/07/12	06:35:00	2952	3124	672	172	0.055
05/07/12	06:40:00	2965	3164	672	199	0.062
05/07/12	06:45:00	3001	3207	672	206	0.064
05/07/12	06:50:00	2974	3145	672	171	0.054
05/07/12	06:55:00	2953	3133	672	180	0.057
05/07/12	07:00:00	2950	3133	672	183	0.058
05/07/12	07:05:00	2955	3129	672	174	0.055
05/07/12	07:10:00	2927	3124	672	197	0.063
05/07/12	07:15:00	2918	3098	672	180	0.058
05/07/12	07:20:00	2966	3142	672	176	0.056
05/07/12	07:25:00	2972	3155	672	183	0.058
05/07/12	07:30:00	2929	3140	672	211	0.067
05/07/12	07:35:00	2965	3093	672	128	0.041
05/07/12	07:40:00	2935	3120	672	185	0.059
05/07/12	07:45:00	2962	3131	672	169	0.053
05/07/12	07:50:00	2934	3112	672	178	0.057
05/07/12	07:55:00	2958	3152	672	194	0.061
05/07/12	08:00:00	2960	3113	672	153	0.049
05/07/12	08:05:00	2963	3114	672	151	0.048
05/07/12	08:10:00	2950	3142	672	192	0.061
05/07/12	08:15:00	2958	3131	672	173	0.055
05/07/12	08:20:00	2950	3118	672	168	0.053
05/07/12	08:25:00	2980	3123	672	143	0.045
05/07/12	08:30:00	2964	3114	672	150	0.048
05/07/12	08:35:00	2961	3107	672	146	0.046
05/07/12	08:40:00	2954	3137	672	183	0.058
05/07/12	08:45:00	2975	3190	672	215	0.067
05/07/12	08:50:00	2972	3115	672	143	0.045
05/07/12	08:55:00	2950	3107	672	157	0.050
05/07/12	09:00:00	2961	3125	672	164	0.052
05/07/12	09:05:00	2978	3086	672	108	0.034
05/07/12	09:10:00	2973	3137	672	164	0.052
05/07/12	09:15:00	2988	3140	672	152	0.048
05/07/12	09:20:00	2993	3141	672	148	0.047
05/07/12	09:25:00	2960	3119	672	159	0.050
05/07/12	09:30:00	2939	3077	672	138	0.044
05/07/12	09:35:00	2918	3141	672	223	0.070
05/07/12	09:40:00	2973	3136	672	163	0.051
05/07/12	09:45:00	2985	3139	672	154	0.049
05/07/12	09:50:00	2932	3089	672	157	0.050
05/07/12	09:55:00	2945	3133	672	188	0.060
05/07/12	10:00:00	2925	3087	672	162	0.052
05/07/12	10:05:00	2947	3116	672	169	0.054
05/07/12	10:10:00	2956	3120	672	164	0.052
05/07/12	10:15:00	2964	3112	672	148	0.047
05/07/12	10:20:00	2977	3127	672	150	0.047
05/07/12	10:25:00	2975	3080	672	105	0.034
05/07/12	10:30:00	2946	3091	672	145	0.046
05/07/12	10:35:00	2990	3145	672	155	0.049
05/07/12	10:40:00	2962	3112	672	150	0.048
05/07/12	10:45:00	2955	3107	672	152	0.048
05/07/12	10:50:00	2974	3135	672	161	0.051
05/07/12	10:55:00	2984	3166	672	182	0.057
05/07/12	11:00:00	2998	3148	672	150	0.047
05/07/12	11:05:00	2939	3131	672	192	0.061
05/07/12	11:10:00	2949	3084	672	135	0.043
05/07/12	11:15:00	2981	3142	672	161	0.051
05/07/12	11:20:00	2941	3122	672	181	0.057
05/07/12	11:25:00	2956	3148	672	192	0.060
05/07/12	11:30:00	2967	3168	672	201	0.063
05/07/12	11:35:00	2931	3105	672	174	0.056
05/07/12	11:40:00	2910	3096	672	186	0.060
05/07/12	11:45:00	2968	3155	672	187	0.059
05/07/12	11:50:00	2976	3125	672	149	0.047
05/07/12	11:55:00	2975	3141	672	166	0.052
05/07/12	12:00:00	2929	3147	672	218	0.069
05/07/12	12:05:00	2948	3154	672	206	0.065
05/07/12	12:10:00	2922	3067	672	145	0.047
05/07/12	12:15:00	2982	3154	672	172	0.054
05/07/12	12:20:00	2959	3158	672	199	0.063
05/07/12	12:25:00	3010	3135	672	125	0.039
05/07/12	12:30:00	2936	3169	672	233	0.073
05/07/12	12:35:00	2991	3124	672	133	0.042
05/07/12	12:40:00	2959	3137	672	178	0.056
05/07/12	12:45:00	2958	3100	672	142	0.045
05/07/12	12:50:00	2961	3098	672	137	0.044
05/07/12	12:55:00	2964	3124	672	160	0.051
05/07/12	13:00:00	2927	3124	672	197	0.063
05/07/12	13:05:00	2966	3153	672	187	0.059
05/07/12	13:10:00	2957	3133	672	176	0.056
05/07/12	13:15:00	2906	3054	672	148	0.048
05/07/12	13:20:00	2947	3138	672	191	0.060
05/07/12	13:25:00	2907	3132	672	225	0.071
05/07/12	13:30:00	2958	3113	672	155	0.049
05/07/12	13:35:00	2958	3128	672	170	0.054
05/07/12	13:40:00	2930	3137	672	207	0.065
05/07/12	13:45:00	2948	3105	672	157	0.050
05/07/12	13:50:00	2960	3124	672	164	0.052
05/07/12	13:55:00	2947	3106	672	159	0.051
05/07/12	14:00:00	2969	3167	672	198	0.062
05/07/12	14:05:00	2904	3133	672	229	0.073
05/07/12	14:10:00	2935	3094	672	159	0.051
05/07/12	14:15:00	2960	3129	672	169	0.054
05/07/12	14:20:00	2951	3127	672	176	0.056
05/07/12	14:25:00	2970	3144	672	174	0.055
05/07/12	14:30:00	2933	3120	672	187	0.059
05/07/12	14:35:00	2960	3106	672	146	0.047
05/07/12	14:40:00	2934	3104	672	170	0.054
05/07/12	14:45:00	2940	3155	672	215	0.068
05/07/12	14:50:00	2975	3122	672	147	0.047
05/07/12	14:55:00	2991	3167	672	176	0.055
05/07/12	15:00:00	2952	3118	672	166	0.053
05/07/12	15:05:00	2958	3125	672	167	0.053
05/07/12	15:10:00	2957	3101	672	144	0.046
05/07/12	15:15:00	2959	3141	672	182	0.057
05/07/12	15:20:00	2961	3110	672	149	0.047
05/07/12	15:25:00	2972	3102	672	130	0.041
05/07/12	15:30:00	2942	3127	672	185	0.059
05/07/12	15:35:00	2945	3131	672	186	0.059
05/07/12	15:40:00	2985	3157	672	172	0.054
05/07/12	15:45:00	2951	3120	672	169	0.054
05/07/12	15:50:00	2963	3110	672	147	0.047
05/07/12	15:55:00	2940	3098	672	158	0.051
05/07/12	16:00:00	2941	3069	672	128	0.041
05/07/12	16:05:00	2947	3150	672	203	0.064
05/07/12	16:10:00	2964	3108	672	144	0.046
05/07/12	16:15:00	2981	3147	672	166	0.052
05/07/12	16:20:00	2938	3111	672	173	0.055
05/07/12	16:25:00	2923	3138	672	215	0.068
05/07/12	16:30:00	2955	3117	672	162	0.051
05/07/12	16:35:00	2931	3151	672	220	0.069
05/07/12	16:40:00	2949	3119	672	170	0.054
05/07/12	16:45:00	2978	3129	672	151	0.048
05/07/12	16:50:00	2928	3050	672	122	0.040
05/07/12	16:55:00	2964	3128	672	164	0.052
05/07/12	17:00:00	2944	3109	672	165	0.053
05/07/12	17:05:00	2959	3099	672	140	0.045
05/07/12	17:10:00	2954	3142	672	188	0.059
05/07/12	17:15:00	2949	3178	672	229	0.072
05/07/12	17:20:00	2941	3162	672	221	0.069
05/07/12	17:25:00	2997	3138	672	141	0.044
05/07/12	17:30:00	2989	3169	672	180	0.056
05/07/12	17:35:00	2974	3133	672	159	0.050
05/07/12	17:40:00	2945	3102	672	157	0.050
05/07/12	17:45:00	2972	3139	672	167	0.053
05/07/12	17:50:00	2939	3109	672	170	0.054
05/07/12	17:55:00	2914	3067	672	153	0.049
05/07/12	18:00:00	2972	3110	672	138	0.044
05/07/12	18:05:00	2961	3123	672	162	0.051
05/07/12	18:10:00	2951	3149	672	198	0.062
05/07/12	18:15:00	2920	3107	672	187	0.060
05/07/12	18:20:00	2969	3097	672	128	0.041
05/07/12	18:25:00	2932	3089	672	157	0.050
05/07/12	18:30:00	3000	3142	672	142	0.045
05/07/12	18:35:00	2972	3155	672	183	0.058
05/07/12	18:40:00	2996	3151	672	155	0.049
05/07/12	18:45:00	2916	3124	672	208	0.066
05/07/12	18:50:00	2960	3145	672	185	0.058
05/07/12	18:55:00	2956	3045	672	89	0.029
05/07/12	19:00:00	2934	3174	672	240	0.075
05/07/12	19:05:00	2926	3094	672	168	0.054
05/07/12	19:10:00	2917	3114	672	197	0.063
05/07/12	19:15:00	2969	3132	672	163	0.052
05/07/12	19:20:00	2969	3121	672	152	0.048
05/07/12	19:25:00	2960	3136	672	176	0.056
05/07/12	19:30:00	2942	3166	672	224	0.070
05/07/12	19:35:00	2994	3155	672	161	0.051
05/07/12	19:40:00	2960	3112	672	152	0.048
05/07/12	19:45:00	2978	3163	672	185	0.058
05/07/12	19:50:00	2980	3125	672	145	0.046
05/07/12	19:55:00	2898	3101	672	203	0.065
05/07/12	20:00:00	2967	3135	672	168	0.053
05/07/12	20:05:00	2962	3132	672	170	0.054
05/07/12	20:10:00	2973	3195	672	222	0.069
05/07/12	20:15:00	2964	3170	672	206	0.064
05/07/12	20:20:00	2910	3101	672	191	0.061
05/07/12	20:25:00	2973	3121	672	148	0.047
05/07/12	20:30:00	2952	3161	672	209	0.066
05/07/12	20:35:00	2967	3124	672	157	0.050
05/07/12	20:40:00	2904	3102	672	198	0.063
05/07/12	20:45:00	2928	3066	672	138	0.045
05/07/12	20:50:00	2944	3117	672	173	0.055
05/07/12	20:55:00	2950	3094	672	144	0.046
05/07/12	21:00:00	2953	3152	672	199	0.063
05/07/12	21:05:00	2949	3100	672	151	0.048
05/07/12	21:10:00	2944	3142	672	198	0.063
05/07/12	21:15:00	2946	3132	672	186	0.059
05/07/12	21:20:00	2978	3138	672	160	0.050
05/07/12	21:25:00	2983	3129	672	146	0.046
05/07/12	21:30:00	2956	3166	672	210	0.066
05/07/12	21:35:00	2940	3116	672	176	0.056
05/07/12	21:40:00	2953	3101	672	148	0.047
05/07/12	21:45:00	2963	3087	672	124	0.040
05/07/12	21:50:00	2966	3151	672	185	0.058
05/07/12	21:55:00	3008	3143	672	135	0.042
05/07/12	22:00:00	2979	3148	672	169	0.053
05/07/12	22:05:00	2949	3122	672	173	0.055
05/07/12	22:10:00	2978	3151	672	173	0.054
05/07/12	22:15:00	2946	3156	672	210	0.066
05/07/12	22:20:00	2945	3095	672	150	0.048
05/07/12	22:25:00	2989	3134	672	145	0.046
05/07/12	22:30:00	2969	3129	672	160	0.051
05/07/12	22:35:00	2967	3170	672	203	0.064
05/07/12	22:40:00	2959	3147	672	188	0.059
05/07/12	22:45:00	2949	3085	672	136	0.044
05/07/12	22:50:00	2981	3082	672	101	0.032
05/07/12	22:55:00	2946	3121	672	175	0.056
05/07/12	23:00:00	2956	3111	672	155	0.049
05/07/12	23:05:00	2998	3162	672	164	0.051
05/07/12	23:10:00	2923	3128	672	205	0.065
05/07/12	23:15:00	2967	3111	672	144	0.046
05/07/12	23:20:00	2948	3135	672	187	0.059
05/07/12	23:25:00	2947	3117	672	170	0.054
05/07/12	23:30:00	2959	3168	672	209	0.065
05/07/12	23:35:00	3001	3156	672	155	0.049
05/07/12	23:40:00	2964	3119	672	155	0.049
05/07/12	23:45:00	2944	3092	672	148	0.047
05/07/12	23:50:00	2956	3096	672	140	0.045
05/07/12	23:55:00	2929	3188	672	259	0.081
05/08/12	00:00:00	2971	3166	672	195	0.061
05/08/12	00:05:00	2933	3110	672	177	0.056
05/08/12	00:10:00	2968	3119	672	151	0.048
05/08/12	00:15:00	2977	3130	672	153	0.048
05/08/12	00:20:00	2968	3099	672	131	0.042
05/08/12	00:25:00	2952	3114	672	162	0.052
05/08/12	00:30:00	2957	3119	672	162	0.051
05/08/12	00:35:00	2969	3147	672	178	0.056
05/08/12	00:40:00	2957	3119	672	162	0.051
05/08/12	00:45:00	2974	3121	672	147	0.047
