, iSIC, iSIC, iSIC, iSIC, iSIC, iSIC, iSIC, iSIC, iSIC
5/25/2012 12:40,19.04,18.93,18.57,18.41,16.91,14.49,12.63,11.09,8.43
5/25/2012 12:45,19.04,18.99,18.64,18.47,16.84,14.43,12.69,11.16,8.24
5/25/2012 12:50,19.11,19.11,18.7,18.53,16.91,14.49,12.69,11.22,8.24
5/25/2012 12:55,19.23,19.11,18.76,18.53,16.77,14.56,12.69,11.16,8.37
5/25/2012 13:00,19.23,19.18,18.7,18.53,16.71,14.56,12.75,11.09,8.43
5/25/2012 13:05,19.23,19.24,18.76,18.53,16.71,14.62,12.81,11.03,8.49
5/25/2012 13:10,19.36,19.24,18.7,18.53,16.71,14.56,12.81,10.91,8.63
5/25/2012 13:15,19.36,19.18,18.64,18.53,16.71,14.49,12.81,10.91,8.63
5/25/2012 13:20,19.42,19.11,18.64,18.53,16.77,14.49,12.94,11.03,8.49
5/25/2012 13:25,19.42,19.11,18.64,18.53,16.91,14.49,12.88,11.03,8.43
5/25/2012 13:30,19.48,19.11,18.64,18.53,16.97,14.56,12.75,11.03,8.49
5/25/2012 13:35,19.54,19.18,18.64,18.53,16.97,14.62,12.63,11.03,8.43
5/25/2012 13:40,19.48,19.24,18.64,18.59,16.91,14.75,12.56,10.97,8.57
5/25/2012 13:45,19.48,19.24,18.7,18.66,16.91,14.69,12.56,10.84,8.63
5/25/2012 13:50,19.48,19.18,18.76,18.66,16.91,14.69,12.5,10.97,8.63
5/25/2012 13:55,19.48,19.18,18.76,18.66,17.03,14.69,12.56,10.97,8.69
5/25/2012 14:00,19.54,19.24,18.76,18.66,16.97,14.49,12.69,11.16,8.49
5/25/2012 14:05,19.42,19.24,18.76,18.59,16.91,14.36,12.81,11.41,8.31
5/25/2012 14:10,19.42,19.3,18.82,18.53,16.91,14.3,12.94,11.41,8.43
5/25/2012 14:15,19.54,19.3,18.82,18.53,16.91,14.36,13,11.41,8.43
5/25/2012 14:20,19.73,19.3,18.76,18.47,16.97,14.36,12.94,11.28,8.43
5/25/2012 14:25,19.79,19.3,18.76,18.47,16.97,14.43,13.06,11.22,8.37
5/25/2012 14:30,19.86,19.3,18.76,18.53,16.97,14.56,12.94,11.09,8.43
5/25/2012 14:35,19.98,19.3,18.82,18.47,17.03,14.56,12.75,11.03,8.57
5/25/2012 14:40,19.92,19.3,18.76,18.53,17.03,14.56,12.75,11.09,8.43
5/25/2012 14:45,19.86,19.36,18.76,18.59,17.09,14.56,12.69,11.22,8.37
5/25/2012 14:50,19.79,19.36,18.76,18.59,17.16,14.56,12.63,11.16,8.49
5/25/2012 14:55,19.79,19.3,18.82,18.59,17.16,14.62,12.63,11.03,8.63
5/25/2012 15:00,19.86,19.3,18.89,18.59,17.09,14.75,12.56,10.97,8.57
5/25/2012 15:05,19.98,19.36,18.89,18.53,17.03,14.81,12.5,10.97,8.57
5/25/2012 15:10,20.04,19.36,18.89,18.59,16.91,14.69,12.5,11.16,8.49
5/25/2012 15:15,20.11,19.43,18.95,18.59,16.91,14.62,12.5,11.28,8.49
5/25/2012 15:20,20.04,19.49,18.95,18.59,16.97,14.56,12.69,11.22,8.57
5/25/2012 15:25,20.04,19.49,18.95,18.59,16.97,14.49,12.81,11.09,8.49
5/25/2012 15:30,20.04,19.55,18.95,18.59,16.91,14.56,12.94,11.22,8.43
5/25/2012 15:35,19.98,19.55,18.89,18.59,16.91,14.62,12.94,11.41,8.31
5/25/2012 15:40,20.04,19.55,18.89,18.59,16.91,14.69,13,11.34,8.24
5/25/2012 15:45,20.04,19.49,18.95,18.59,17.09,14.62,12.94,11.34,8.18
5/25/2012 15:50,19.98,19.55,18.95,18.59,17.09,14.62,12.94,11.22,8.24
5/25/2012 15:55,19.98,19.55,18.89,18.59,17.22,14.62,12.88,11.16,8.31
5/25/2012 16:00,20.11,19.55,18.89,18.66,17.22,14.69,12.75,11.16,8.37
5/25/2012 16:05,20.17,19.55,18.82,18.66,17.03,14.81,12.63,11.22,8.49
5/25/2012 16:10,20.24,19.61,18.89,18.66,17.03,14.81,12.69,11.16,8.49
5/25/2012 16:15,20.37,19.61,18.82,18.66,17.03,14.69,12.75,11.22,8.63
5/25/2012 16:20,20.37,19.61,18.82,18.66,17.03,14.56,12.75,11.16,8.63
5/25/2012 16:25,20.43,19.68,18.82,18.66,17.09,14.56,12.69,11.16,8.69
5/25/2012 16:30,20.49,19.68,18.89,18.66,17.16,14.62,12.69,11.16,8.69
5/25/2012 16:35,20.43,19.68,18.89,18.72,17.34,14.49,12.69,11.22,8.69
5/25/2012 16:40,20.43,19.74,18.89,18.72,17.22,14.43,12.69,11.03,8.69
5/25/2012 16:45,20.43,19.68,18.95,18.78,17.09,14.43,12.88,10.97,8.49
5/25/2012 16:50,20.55,19.68,19.01,18.78,16.97,14.36,13.06,11.03,8.31
5/25/2012 16:55,20.62,19.68,18.95,18.72,16.97,14.49,13.06,10.97,8.49
5/25/2012 17:00,20.62,19.61,18.95,18.66,17.09,14.62,12.94,11.03,8.69
5/25/2012 17:05,20.62,19.55,18.95,18.66,17.22,14.75,12.75,11.03,8.94
5/25/2012 17:10,20.62,19.55,18.95,18.59,17.16,14.69,12.75,11.09,9
5/25/2012 17:15,20.55,19.61,18.95,18.59,17.03,14.69,12.94,11.16,8.88
5/25/2012 17:20,20.55,19.61,19.01,18.59,16.97,14.69,13,11.16,8.69
5/25/2012 17:25,20.55,19.61,19.01,18.66,16.84,14.69,13,11.09,8.49
5/25/2012 17:30,20.62,19.68,19.07,18.66,16.84,14.62,12.94,11.09,8.43
5/25/2012 17:35,20.49,19.74,19.01,18.72,16.91,14.56,12.94,11.09,8.43
5/25/2012 17:40,20.49,19.68,19.01,18.72,16.91,14.56,12.88,11.16,8.49
5/25/2012 17:45,20.43,19.68,19.01,18.72,16.97,14.62,12.81,11.16,8.49
5/25/2012 17:50,20.49,19.68,18.95,18.72,16.97,14.69,12.69,11.09,8.43
5/25/2012 17:55,20.55,19.74,18.95,18.72,16.97,14.75,12.69,11.03,8.43
5/25/2012 18:00,20.55,19.74,19.01,18.72,17.03,14.75,12.75,11.03,8.37
5/25/2012 18:05,20.62,19.74,19.01,18.72,16.97,14.62,12.88,10.97,8.37
5/25/2012 18:10,20.62,19.68,19.01,18.78,17.03,14.62,12.81,10.97,8.43
5/25/2012 18:15,20.62,19.68,19.01,18.78,17.09,14.56,12.69,11.03,8.49
5/25/2012 18:20,20.62,19.68,19.01,18.78,17.09,14.49,12.63,11.09,8.57
5/25/2012 18:25,20.62,19.68,19.01,18.78,17.09,14.43,12.63,11.22,8.49
5/25/2012 18:30,20.62,19.68,19.01,18.78,17.09,14.49,12.63,11.22,8.43
5/25/2012 18:35,20.62,19.68,19.01,18.72,17.16,14.56,12.63,11.28,8.43
5/25/2012 18:40,20.62,19.74,19.07,18.72,17.09,14.62,12.81,11.34,8.37
5/25/2012 18:45,20.55,19.74,19.07,18.66,17.09,14.62,12.88,11.28,8.43
5/25/2012 18:50,20.55,19.68,19.07,18.66,17.16,14.69,12.94,11.09,8.49
5/25/2012 18:55,20.55,19.74,19.07,18.66,17.16,14.75,12.94,11.09,8.57
5/25/2012 19:00,20.55,19.74,19.07,18.66,17.22,14.75,12.81,11.09,8.49
5/25/2012 19:05,20.55,19.74,19.07,18.66,17.22,14.81,12.75,11.16,8.49
5/25/2012 19:10,20.49,19.8,19.07,18.72,17.22,14.69,12.69,11.22,8.43
5/25/2012 19:15,20.43,19.8,19.07,18.72,17.34,14.62,12.69,11.22,8.43
5/25/2012 19:20,20.43,19.8,19.01,18.66,17.22,14.62,12.75,11.34,8.43
5/25/2012 19:25,20.43,19.8,19.01,18.66,17.03,14.81,12.75,11.28,8.43
5/25/2012 19:30,20.43,19.8,19.01,18.66,17.03,14.75,12.75,11.16,8.49
5/25/2012 19:35,20.55,19.86,19.07,18.66,16.91,14.69,12.69,11.16,8.57
5/25/2012 19:40,20.62,19.86,19.07,18.72,17.03,14.62,12.63,11.03,8.49
5/25/2012 19:45,20.62,19.8,19.01,18.72,17.03,14.56,12.63,11.03,8.49
5/25/2012 19:50,20.55,19.74,19.01,18.72,17.03,14.56,12.69,11.09,8.49
5/25/2012 19:55,20.55,19.68,19.01,18.72,16.97,14.62,12.69,11.09,8.57
5/25/2012 20:00,20.62,19.68,19.01,18.72,16.97,14.69,12.69,11.09,8.63
5/25/2012 20:05,20.62,19.68,19.01,18.72,16.97,14.69,12.81,11.16,8.49
5/25/2012 20:10,20.62,19.68,19.01,18.72,16.91,14.69,12.81,11.28,8.57
5/25/2012 20:15,20.62,19.68,19.01,18.72,16.97,14.69,12.81,11.28,8.57
5/25/2012 20:20,20.55,19.68,19.01,18.78,17.03,14.69,12.88,11.28,8.49
5/25/2012 20:25,20.55,19.74,19.01,18.72,17.16,14.62,12.81,11.28,8.43
5/25/2012 20:30,20.49,19.74,19.01,18.72,17.16,14.62,12.75,11.28,8.43
5/25/2012 20:35,20.49,19.74,19.01,18.72,17.16,14.56,12.75,11.22,8.49
5/25/2012 20:40,20.49,19.68,19.01,18.72,17.16,14.49,12.81,11.16,8.49
5/25/2012 20:45,20.43,19.68,19.07,18.72,17.16,14.49,12.81,11.22,8.49
5/25/2012 20:50,20.43,19.68,19.07,18.72,17.16,14.49,12.81,11.28,8.43
5/25/2012 20:55,20.37,19.68,19.07,18.78,17.16,14.56,12.75,11.28,8.49
5/25/2012 21:00,20.37,19.68,19.01,18.78,17.16,14.56,12.69,11.28,8.49
5/25/2012 21:05,20.3,19.74,19.01,18.78,17.09,14.56,12.75,11.22,8.57
5/25/2012 21:10,20.3,19.74,19.01,18.72,17.03,14.69,12.81,11.16,8.63
5/25/2012 21:15,20.3,19.74,19.01,18.78,16.97,14.75,12.88,11.03,8.63
5/25/2012 21:20,20.3,19.74,19.07,18.78,16.97,14.69,12.88,10.97,8.63
5/25/2012 21:25,20.24,19.68,19.01,18.78,16.97,14.62,12.94,10.91,8.63
5/25/2012 21:30,20.24,19.74,19.01,18.78,16.97,14.62,12.94,10.97,8.57
5/25/2012 21:35,20.17,19.68,19.01,18.78,16.91,14.62,12.94,11.03,8.49
5/25/2012 21:40,20.17,19.68,19.01,18.78,16.91,14.56,13,11.16,8.49
5/25/2012 21:45,20.17,19.61,19.01,18.78,16.91,14.62,13.06,11.16,8.57
5/25/2012 21:50,20.17,19.61,19.01,18.78,16.97,14.62,13,11.03,8.63
5/25/2012 21:55,20.11,19.68,19.01,18.78,17.03,14.69,12.81,11.03,8.69
5/25/2012 22:00,20.11,19.68,19.01,18.78,17.03,14.69,12.75,11.03,8.69
5/25/2012 22:05,20.04,19.68,19.01,18.72,17.09,14.62,12.75,11.09,8.69
5/25/2012 22:10,20.04,19.61,19.01,18.72,17.09,14.62,12.75,11.22,8.63
5/25/2012 22:15,20.04,19.68,19.01,18.72,17.09,14.56,12.75,11.22,8.49
5/25/2012 22:20,20.04,19.68,19.07,18.78,17.09,14.62,12.75,11.22,8.43
5/25/2012 22:25,20.04,19.68,19.07,18.78,17.03,14.62,12.75,11.28,8.37
5/25/2012 22:30,19.98,19.68,19.07,18.78,17.03,14.69,12.69,11.28,8.37
5/25/2012 22:35,19.98,19.74,19.07,18.72,17.03,14.69,12.69,11.22,8.37
5/25/2012 22:40,19.98,19.68,19.07,18.72,17.03,14.69,12.63,11.16,8.43
5/25/2012 22:45,19.92,19.68,19.07,18.72,17.09,14.69,12.63,11.16,8.57
5/25/2012 22:50,19.92,19.61,19.07,18.78,17.03,14.62,12.69,11.09,8.57
5/25/2012 22:55,19.92,19.68,19.07,18.78,17.03,14.62,12.69,11.09,8.49
5/25/2012 23:00,19.92,19.68,19.07,18.78,17.03,14.69,12.69,11.03,8.49
5/25/2012 23:05,19.86,19.68,19.07,18.72,17.09,14.69,12.69,11.09,8.49
5/25/2012 23:10,19.86,19.68,19.01,18.72,17.03,14.62,12.75,11.09,8.49
5/25/2012 23:15,19.79,19.68,19.01,18.72,17.03,14.56,12.81,11.16,8.49
5/25/2012 23:20,19.79,19.68,19.01,18.78,17.03,14.56,12.81,11.16,8.49
5/25/2012 23:25,19.79,19.68,19.01,18.72,16.97,14.56,12.81,11.16,8.43
5/25/2012 23:30,19.79,19.68,19.07,18.78,16.97,14.62,12.75,11.16,8.37
5/25/2012 23:35,19.73,19.68,19.07,18.78,16.97,14.69,12.75,11.22,8.43
5/25/2012 23:40,19.73,19.74,19.07,18.78,16.97,14.69,12.81,11.22,8.49
5/25/2012 23:45,19.67,19.74,19.07,18.78,16.97,14.62,12.81,11.22,8.43
5/25/2012 23:50,19.67,19.74,19.07,18.72,17.03,14.56,12.81,11.28,8.37
5/25/2012 23:55,19.67,19.74,19.01,18.72,17.09,14.56,12.81,11.28,8.37
5/26/2012 0:00,19.67,19.8,19.01,18.72,17.03,14.56,12.81,11.28,8.37
5/26/2012 0:05,19.67,19.74,19.07,18.78,17.09,14.56,12.81,11.28,8.43
5/26/2012 0:10,19.61,19.8,19.07,18.78,17.09,14.56,12.75,11.22,8.49
5/26/2012 0:15,19.61,19.74,19.01,18.78,17.16,14.56,12.75,11.22,8.49
5/26/2012 0:20,19.61,19.74,19.01,18.78,17.09,14.56,12.69,11.16,8.49
5/26/2012 0:25,19.54,19.74,19.01,18.72,17.09,14.62,12.69,11.09,8.57
5/26/2012 0:30,19.54,19.68,19.01,18.72,17.09,14.62,12.69,11.09,8.63
5/26/2012 0:35,19.54,19.68,19.01,18.72,17.03,14.69,12.69,11.09,8.63
5/26/2012 0:40,19.48,19.68,19.01,18.72,17.03,14.62,12.81,11.16,8.57
5/26/2012 0:45,19.48,19.68,19.01,18.72,17.03,14.62,12.81,11.16,8.57
5/26/2012 0:50,19.48,19.74,19.01,18.72,17.03,14.62,12.88,11.16,8.49
5/26/2012 0:55,19.48,19.68,19.01,18.72,16.97,14.62,12.94,11.16,8.49
5/26/2012 1:00,19.48,19.68,19.07,18.72,16.97,14.62,12.94,11.16,8.43
5/26/2012 1:05,19.42,19.68,19.07,18.66,17.03,14.62,12.94,11.09,8.43
5/26/2012 1:10,19.42,19.68,19.07,18.72,17.03,14.62,12.94,11.09,8.43
5/26/2012 1:15,19.42,19.68,19.07,18.72,17.03,14.62,12.94,11.09,8.43
5/26/2012 1:20,19.36,19.61,19.07,18.78,17.03,14.62,12.94,11.09,8.43
5/26/2012 1:25,19.36,19.61,19.01,18.78,17.03,14.62,12.88,11.09,8.49
5/26/2012 1:30,19.36,19.61,19.01,18.78,17.09,14.56,12.81,11.09,8.57
5/26/2012 1:35,19.36,19.55,19.01,18.78,17.09,14.56,12.75,11.09,8.63
5/26/2012 1:40,19.36,19.55,19.01,18.72,17.09,14.56,12.69,11.09,8.63
5/26/2012 1:45,19.36,19.55,19.01,18.72,17.03,14.62,12.63,11.09,8.69
5/26/2012 1:50,19.29,19.55,19.01,18.72,17.09,14.62,12.63,11.03,8.63
5/26/2012 1:55,19.29,19.55,19.01,18.78,17.09,14.69,12.63,11.03,8.63
5/26/2012 2:00,19.29,19.49,19.01,18.78,17.03,14.69,12.63,11.03,8.63
5/26/2012 2:05,19.23,19.49,19.01,18.78,17.03,14.69,12.75,11.03,8.69
5/26/2012 2:10,19.23,19.49,19.01,18.78,16.97,14.69,12.81,11.03,8.69
5/26/2012 2:15,19.23,19.49,19.01,18.78,16.97,14.62,12.88,11.03,8.69
5/26/2012 2:20,19.17,19.49,19.01,18.78,16.97,14.62,12.88,11.03,8.63
5/26/2012 2:25,19.17,19.49,19.01,18.78,16.97,14.62,12.88,11.09,8.57
5/26/2012 2:30,19.17,19.43,19.01,18.78,16.97,14.56,12.81,11.22,8.49
5/26/2012 2:35,19.17,19.43,19.01,18.78,16.97,14.56,12.81,11.28,8.43
5/26/2012 2:40,19.11,19.43,19.01,18.78,16.97,14.56,12.81,11.28,8.37
5/26/2012 2:45,19.11,19.36,19.01,18.72,17.03,14.62,12.81,11.28,8.37
5/26/2012 2:50,19.11,19.36,19.01,18.72,17.03,14.62,12.75,11.22,8.37
5/26/2012 2:55,19.11,19.36,19.01,18.72,16.97,14.62,12.69,11.22,8.37
5/26/2012 3:00,19.11,19.36,19.01,18.72,17.03,14.62,12.69,11.28,8.37
5/26/2012 3:05,19.04,19.36,19.01,18.72,17.03,14.62,12.69,11.28,8.37
5/26/2012 3:10,19.04,19.3,19.01,18.78,17.03,14.69,12.69,11.22,8.43
5/26/2012 3:15,19.04,19.3,19.01,18.72,17.03,14.69,12.69,11.16,8.49
5/26/2012 3:20,19.04,19.3,19.01,18.72,17.03,14.69,12.75,11.09,8.57
5/26/2012 3:25,19.04,19.24,19.07,18.72,17.03,14.69,12.69,11.09,8.57
5/26/2012 3:30,18.98,19.24,19.01,18.72,17.03,14.62,12.75,11.03,8.63
5/26/2012 3:35,18.98,19.24,18.95,18.72,17.09,14.62,12.75,11.03,8.57
5/26/2012 3:40,18.98,19.24,19.01,18.72,17.09,14.62,12.81,11.03,8.57
5/26/2012 3:45,18.92,19.24,19.01,18.72,17.03,14.62,12.81,11.03,8.49
5/26/2012 3:50,18.92,19.24,18.95,18.78,17.03,14.62,12.81,11.09,8.49
5/26/2012 3:55,18.92,19.18,19.01,18.78,17.03,14.62,12.81,11.16,8.43
5/26/2012 4:00,18.92,19.18,19.01,18.78,16.97,14.62,12.81,11.22,8.43
5/26/2012 4:05,18.92,19.18,19.01,18.84,16.97,14.62,12.88,11.22,8.43
5/26/2012 4:10,18.86,19.18,19.01,18.84,16.97,14.62,12.81,11.22,8.43
5/26/2012 4:15,18.86,19.11,19.07,18.84,16.97,14.62,12.88,11.22,8.37
5/26/2012 4:20,18.86,19.11,19.01,18.84,16.91,14.62,12.88,11.16,8.43
5/26/2012 4:25,18.86,19.11,18.95,18.84,16.91,14.62,12.88,11.09,8.43
5/26/2012 4:30,18.86,19.11,18.95,18.78,16.97,14.62,12.88,11.09,8.49
5/26/2012 4:35,18.79,19.11,18.95,18.84,17.03,14.56,12.81,11.09,8.49
5/26/2012 4:40,18.79,19.11,18.95,18.78,17.03,14.56,12.81,11.09,8.49
5/26/2012 4:45,18.79,19.05,18.95,18.84,17.03,14.56,12.75,11.09,8.57
5/26/2012 4:50,18.79,19.05,18.95,18.84,17.09,14.56,12.75,11.16,8.57
5/26/2012 4:55,18.79,19.05,18.95,18.84,17.09,14.56,12.69,11.16,8.57
5/26/2012 5:00,18.79,19.05,18.89,18.84,17.03,14.62,12.69,11.16,8.57
5/26/2012 5:05,18.79,19.05,18.95,18.84,17.03,14.62,12.69,11.16,8.57
5/26/2012 5:10,18.73,19.05,18.95,18.84,17.03,14.62,12.69,11.16,8.49
5/26/2012 5:15,18.73,19.05,18.95,18.84,17.03,14.62,12.75,11.22,8.49
5/26/2012 5:20,18.73,19.05,18.95,18.84,17.03,14.56,12.69,11.22,8.49
5/26/2012 5:25,18.73,18.99,18.95,18.84,17.03,14.56,12.69,11.22,8.43
5/26/2012 5:30,18.73,18.99,18.89,18.84,17.03,14.56,12.69,11.22,8.43
5/26/2012 5:35,18.67,18.99,18.89,18.84,16.97,14.62,12.75,11.22,8.49
5/26/2012 5:40,18.67,18.99,18.89,18.78,16.91,14.62,12.75,11.16,8.49
5/26/2012 5:45,18.67,18.99,18.89,18.78,16.97,14.69,12.75,11.09,8.57
5/26/2012 5:50,18.67,18.93,18.89,18.84,16.97,14.62,12.81,11.09,8.57
5/26/2012 5:55,18.67,18.93,18.89,18.78,16.91,14.69,12.81,11.09,8.57
5/26/2012 6:00,18.67,18.93,18.82,18.78,16.91,14.69,12.81,11.09,8.63
5/26/2012 6:05,18.67,18.93,18.82,18.72,16.97,14.69,12.81,11.09,8.63
5/26/2012 6:10,18.67,18.93,18.82,18.78,16.97,14.69,12.88,11.03,8.63
5/26/2012 6:15,18.6,18.93,18.82,18.84,17.03,14.69,12.81,11.03,8.63
5/26/2012 6:20,18.6,18.93,18.76,18.91,17.03,14.69,12.75,11.03,8.57
5/26/2012 6:25,18.6,18.86,18.76,18.84,17.03,14.69,12.81,11.03,8.49
5/26/2012 6:30,18.6,18.93,18.76,18.91,17.09,14.62,12.81,11.03,8.49
5/26/2012 6:35,18.6,18.86,18.76,18.91,17.09,14.62,12.75,11.03,8.49
5/26/2012 6:40,18.6,18.86,18.76,18.84,17.03,14.56,12.75,11.03,8.49
5/26/2012 6:45,18.6,18.86,18.76,18.84,17.09,14.56,12.75,11.09,8.57
5/26/2012 6:50,18.6,18.86,18.76,18.78,17.03,14.56,12.81,11.09,8.57
5/26/2012 6:55,18.6,18.86,18.76,18.78,17.09,14.49,12.81,11.09,8.57
5/26/2012 7:00,18.6,18.93,18.76,18.84,17.03,14.49,12.81,11.16,8.57
5/26/2012 7:05,18.6,18.93,18.76,18.91,17.03,14.49,12.81,11.16,8.49
5/26/2012 7:10,18.6,18.93,18.76,18.91,17.09,14.56,12.81,11.16,8.49
5/26/2012 7:15,18.6,18.93,18.7,18.91,17.09,14.62,12.81,11.16,8.49
5/26/2012 7:20,18.6,18.93,18.7,18.91,17.03,14.62,12.81,11.16,8.49
5/26/2012 7:25,18.6,18.93,18.7,18.91,17.03,14.62,12.81,11.16,8.49
5/26/2012 7:30,18.6,18.86,18.7,18.91,16.97,14.69,12.81,11.16,8.43
5/26/2012 7:35,18.6,18.86,18.7,18.91,16.97,14.69,12.81,11.16,8.49
5/26/2012 7:40,18.6,18.93,18.7,18.84,16.97,14.62,12.81,11.16,8.43
5/26/2012 7:45,18.6,18.93,18.7,18.84,16.97,14.62,12.75,11.22,8.43
5/26/2012 7:50,18.6,18.99,18.7,18.91,16.97,14.62,12.75,11.28,8.37
5/26/2012 7:55,18.6,18.93,18.7,18.84,16.97,14.62,12.75,11.28,8.43
5/26/2012 8:00,18.6,18.99,18.7,18.91,17.03,14.56,12.75,11.28,8.43
5/26/2012 8:05,18.6,18.93,18.7,18.84,17.03,14.56,12.75,11.22,8.43
5/26/2012 8:10,18.67,18.99,18.7,18.84,17.03,14.56,12.69,11.22,8.49
5/26/2012 8:15,18.6,18.99,18.7,18.84,17.03,14.62,12.69,11.22,8.49
5/26/2012 8:20,18.6,18.93,18.7,18.84,17.03,14.62,12.69,11.16,8.43
5/26/2012 8:25,18.6,18.99,18.7,18.78,17.03,14.62,12.75,11.16,8.43
5/26/2012 8:30,18.6,18.99,18.7,18.84,17.03,14.69,12.81,11.16,8.43
5/26/2012 8:35,18.67,18.99,18.7,18.84,17.03,14.69,12.81,11.16,8.43
5/26/2012 8:40,18.67,18.99,18.7,18.91,17.09,14.62,12.81,11.09,8.49
5/26/2012 8:45,18.67,18.99,18.7,18.84,17.03,14.69,12.88,11.09,8.49
5/26/2012 8:50,18.67,18.99,18.7,18.91,17.03,14.62,12.88,11.09,8.57
5/26/2012 8:55,18.73,18.99,18.76,18.91,17.03,14.69,12.81,11.09,8.57
5/26/2012 9:00,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
5/26/2012 9:05,18.73,18.99,18.7,18.91,17.09,14.62,12.81,11.16,8.57
5/26/2012 9:10,18.73,18.93,18.7,18.84,17.09,14.62,12.81,11.16,8.49
5/26/2012 9:15,18.73,18.99,18.7,18.91,17.09,14.62,12.81,11.16,8.49
5/26/2012 9:20,18.73,18.93,18.7,18.91,17.09,14.62,12.81,11.16,8.49
5/26/2012 9:25,18.79,18.99,18.7,18.91,17.03,14.69,12.81,11.09,8.57
5/26/2012 9:30,18.79,18.99,18.7,18.91,17.03,14.69,12.81,11.09,8.49
5/26/2012 9:35,18.73,18.93,18.76,18.91,17.03,14.75,12.75,11.09,8.57
5/26/2012 9:40,18.79,18.99,18.76,18.91,17.03,14.75,12.75,11.16,8.57
5/26/2012 9:45,18.79,18.99,18.76,18.97,17.03,14.75,12.69,11.16,8.57
