"datetime" "wtr" "SpCond" "pH" "DOsat" "do.obs" "Chl_conc" "z.mix" "irr" "wnd" "do.sat" "k600.cole" "k.gas"
2012-06-25 23:15:00 23.54 0.014 6.75 99.8 8.48 4 1.90501427541762 1.2 0 8.23483121014735 0.4968 0.575054749718232
2012-06-25 23:20:00 23.54 0.014 6.75 99.8 8.48 2.8 1.90501427541762 1.2 0 8.23483121014735 0.4968 0.575054749718232
2012-06-25 23:25:00 23.49 0.014 6.75 99.6 8.46 5.5 1.90501427541762 1.2 0 8.24046665846774 0.4968 0.574377495439243
2012-06-25 23:30:00 23.48 0.014 6.74 99.7 8.47 5.6 1.90501427541762 1.2 0 8.24159607625597 0.4968 0.574242094050524
2012-06-25 23:35:00 23.47 0.014 6.75 99.9 8.49 2.7 1.91365611995248 1.2 0 8.2427262709089 0.4968 0.574106709086483
2012-06-25 23:40:00 23.45 0.014 6.75 99.8 8.49 5.3 1.91365611995248 1.2 0 8.2449889922226 0.4968 0.573835988323227
2012-06-25 23:45:00 23.42 0.014 6.74 99.4 8.46 3.3 1.90501427541762 1.2 0 8.24838890952116 0.4968 0.573430029684083
2012-06-25 23:50:00 23.39 0.014 6.74 99.5 8.47 3.6 1.90501427541762 1.2 0 8.25179583772104 0.4968 0.573024217408272
2012-06-25 23:55:00 23.37 0.014 6.73 99.3 8.46 3.3 1.90501427541762 1.2 0 8.25407102286807 0.4968 0.572753756850532
2012-06-26 00:00:00 23.34 0.014 6.73 99.2 8.46 2.1 1.90501427541762 1.2 0 8.25748965722672 0.4968 0.572348186929509
2012-06-26 00:05:00 23.32 0.014 6.74 99.4 8.48 2.3 1.89725995087667 1.2 0 8.25977265538406 0.4968 0.572077887290605
2012-06-26 00:10:00 23.3 0.014 6.74 99.2 8.46 4 1.90501427541762 1.2 0 8.26205878374253 0.4968 0.571807651659407
2012-06-26 00:15:00 23.27 0.014 6.73 98.7 8.43 5.6 1.89700011190308 1.2 0 8.26549385166865 0.4968 0.571402417784034
2012-06-26 00:20:00 23.25 0.014 6.73 98.7 8.43 2.9 1.88496530438774 1.2 0 8.26778781805953 0.4968 0.571132341289158
2012-06-26 00:25:00 23.23 0.014 6.73 98.8 8.44 2.4 1.89295259064544 1.2 0 8.27008492468639 0.4968 0.57086232810059
2012-06-26 00:30:00 23.19 0.014 6.73 98.8 8.44 2.6 1.86979115506449 1.2 0 8.27468857015907 0.4968 0.570322490859578
2012-06-26 00:35:00 23.17 0.014 6.72 98.5 8.43 4.9 1.85006535672572 1.2 0 8.27699511477108 0.4968 0.570052666420398
2012-06-26 00:40:00 23.14 0.014 6.71 97.9 8.37 5.4 1.86979115506449 1.2 0 8.28046084215894 0.4968 0.569648046951614
2012-06-26 00:45:00 23.14 0.014 6.71 98.5 8.42 5.3 1.86268445494669 1.2 0 8.28046084215894 0.4968 0.569648046951614
2012-06-26 00:50:00 23.12 0.014 6.71 98.2 8.41 3 1.8852544694073 1.2 0 8.28277527161913 0.4968 0.569378378491177
2012-06-26 00:55:00 23.1 0.014 6.71 98.3 8.41 2.9 1.87011716026232 1.2 0.712908064705997 8.28509286009028 0.525827303824376 0.602360972652176
2012-06-26 01:00:00 23.08 0.014 6.71 97.9 8.38 4.3 1.8852544694073 1.2 0.942057085504353 8.28741361047696 0.543420934685262 0.622220500678039
2012-06-26 01:05:00 23.07 0.014 6.71 98 8.39 5.4 1.89325810858305 1.2 0.942057085504353 8.28857517229748 0.543420934685262 0.622073106380118
2012-06-26 01:10:00 23.04 0.014 6.71 97.8 8.38 2 1.89325810858305 1.2 0.942057085504353 8.29206460863672 0.543420934685262 0.621631024471087
2012-06-26 01:15:00 23.02 0.014 6.71 97.8 8.39 3.4 1.86979115506449 1.2 0.471028542752177 8.29439486224052 0.511149275820669 0.584437632118586
2012-06-26 01:20:00 23.01 0.014 6.7 97.4 8.36 2.6 1.89325810858305 1.2 0.471028542752177 8.295561178951 0.511149275820669 0.584299085730698
2012-06-26 01:25:00 23 0.014 6.7 97.6 8.38 2.1 1.86979115506449 1.2 0.24187952195382 8.29672828942129 0.501421342690693 0.573043108377652
2012-06-26 01:30:00 22.98 0.014 6.7 97.5 8.37 2.6 1.89325810858305 1.2 0.471028542752177 8.29906489310523 0.511149275820669 0.583883540734192
2012-06-26 01:35:00 22.95 0.014 6.69 97.3 8.35 3.8 1.89325810858305 1.2 0.471028542752177 8.30257576098632 0.511149275820669 0.583468136520284
2012-06-26 01:40:00 22.93 0.014 6.69 97.1 8.34 2.9 1.89325810858305 1.2 0.24187952195382 8.30492031875879 0.501421342690693 0.572092278404195
2012-06-26 01:45:00 22.91 0.014 6.69 96.8 8.32 3.5 1.89325810858305 1.2 0.24187952195382 8.30726806331035 0.501421342690693 0.571820750154841
2012-06-26 01:50:00 22.87 0.014 6.68 96.9 8.33 2.6 1.89325810858305 1.2 0.24187952195382 8.31197312453834 0.501421342690693 0.571277875831777
2012-06-26 01:55:00 22.89 0.014 6.68 96.7 8.31 3 1.8852544694073 1.2 0.712908064705997 8.30961899758681 0.525827303824376 0.599368620220666
2012-06-26 02:00:00 22.85 0.014 6.68 96.6 8.31 3.1 1.8852544694073 1.2 0.712908064705997 8.31433044711946 0.525827303824376 0.598799449227674
2012-06-26 02:05:00 22.83 0.014 6.68 96.7 8.32 3.6 1.89325810858305 1.2 0.471028542752177 8.31669096828915 0.511149275820669 0.581807915745131
2012-06-26 02:10:00 22.8 0.014 6.68 96.5 8.31 3.6 1.88496530438774 1.2 0 8.32023775388069 0.4968 0.565072002953227
2012-06-26 02:15:00 22.81 0.014 6.67 96.6 8.32 2.5 1.88496530438774 1.2 0.471028542752177 8.31905469101071 0.511149275820669 0.581531427769922
2012-06-26 02:20:00 22.79 0.014 6.68 96.9 8.35 5.6 1.88496530438774 1.2 0.712908064705997 8.32142161825188 0.525827303824376 0.597946166466698
2012-06-26 02:25:00 22.76 0.014 6.67 96.2 8.29 5.1 1.90501427541762 1.2 0.471028542752177 8.32497802409066 0.511149275820669 0.580840474911126
2012-06-26 02:30:00 22.75 0.014 6.67 96.2 8.29 4.4 1.90501427541762 1.2 0.24187952195382 8.32616509818601 0.501421342690693 0.569650698471187
2012-06-26 02:35:00 22.72 0.014 6.67 96.4 8.32 5 1.89725995087667 1.2 0.24187952195382 8.32973114213799 0.501421342690693 0.56924424010875
2012-06-26 02:40:00 22.69 0.014 6.68 96.3 8.31 2.9 1.89725995087667 1.2 0.471028542752177 8.33330442643133 0.511149275820669 0.579873778007983
2012-06-26 02:45:00 22.7 0.014 6.67 96.1 8.29 2 1.89725995087667 1.2 0.712908064705997 8.33211252656139 0.525827303824376 0.596667299314185
2012-06-26 02:50:00 22.68 0.014 6.68 96.6 8.34 3.1 1.89725995087667 1.2 0.471028542752177 8.33449713190588 0.511149275820669 0.579735738789515
2012-06-26 02:55:00 22.65 0.014 6.68 96.6 8.34 3.6 1.9070143040858 1.2 0.942057085504353 8.33808008570569 0.543420934685262 0.615897470052582
2012-06-26 03:00:00 22.63 0.015 6.68 96.2 8.31 3.4 1.9070143040858 1.2 0 8.34047275647227 0.4968 0.562790462629226
2012-06-26 03:05:00 22.62 0.015 6.68 96.1 8.31 4.4 1.89700011190308 1.2 0 8.34167030345302 0.4968 0.562656385889461
2012-06-26 03:10:00 22.6 0.014 6.67 96.4 8.33 2.4 1.89001497786702 1.2 0 8.34406782249131 0.4968 0.562388275885447
2012-06-26 03:15:00 22.59 0.015 6.69 96.5 8.35 2.7 1.91446006547407 1.2 0 8.34526779530243 0.4968 0.56225424258602
2012-06-26 03:20:00 22.59 0.015 6.7 97 8.39 3.8 1.9070143040858 1.2 0 8.34526779530243 0.4968 0.56225424258602
2012-06-26 03:25:00 22.57 0.014 6.71 96.9 8.38 4.3 1.9070143040858 1.2 0 8.34767016939466 0.4968 0.561986219305167
2012-06-26 03:30:00 22.53 0.015 6.71 96.7 8.37 2.6 1.9070143040858 1.2 0 8.35248464203869 0.4968 0.561450345533804
2012-06-26 03:35:00 22.52 0.014 6.71 96.5 8.35 1.7 1.9070143040858 1.2 0 8.35369028833612 0.4968 0.5613164129898
2012-06-26 03:40:00 22.51 0.014 6.7 96.6 8.37 3.6 1.89725995087667 1.2 0 8.35489674664606 0.4968 0.561182494771746
2012-06-26 03:45:00 22.49 0.014 6.7 96.9 8.4 3.7 1.8852544694073 1.2 0 8.35731210082153 0.4968 0.56091470124712
2012-06-26 03:50:00 22.49 0.014 6.72 96.8 8.38 5.8 1.8852544694073 1.2 0 8.35731210082153 0.4968 0.56091470124712
2012-06-26 03:55:00 22.48 0.014 6.72 96.7 8.38 3.7 1.8852544694073 1.2 0 8.35852099744683 0.4968 0.560780825907622
2012-06-26 04:00:00 22.45 0.014 6.71 96.6 8.37 2.1 1.87822603314311 1.2 0 8.36215257003748 0.4968 0.560379285384932
2012-06-26 04:05:00 22.43 0.014 6.7 96.4 8.36 3.1 1.85436735151258 1.2 0 8.36457769116956 0.4968 0.560111662788778
2012-06-26 04:10:00 22.42 0.015 6.7 96.7 8.39 4.4 1.85436735151258 1.2 0 8.3657914747014 0.4968 0.559977872768659
2012-06-26 04:15:00 22.41 0.015 6.7 96.4 8.37 2.9 1.85436735151258 1.2 0 8.36700607405301 0.4968 0.559844096912862
2012-06-26 04:20:00 22.38 0.015 6.7 96.5 8.38 5 1.84657075005949 1.2 0 8.37065477085071 0.4968 0.559442854175773
2012-06-26 04:25:00 22.36 0.014 6.71 96.4 8.37 2.6 1.87822603314311 1.2 0 8.37309132149746 0.4968 0.559175429555734
2012-06-26 04:30:00 22.37 0.014 6.71 96.1 8.35 2.3 1.87011716026232 1.2 0 8.37187263730707 0.4968 0.559309134822129
2012-06-26 04:35:00 22.35 0.014 6.7 96 8.34 2.3 1.84657075005949 1.2 0 8.37431082380558 0.4968 0.559041738361469
2012-06-26 04:40:00 22.36 0.014 6.7 95.7 8.31 4.7 1.87822603314311 1.2 0 8.37309132149746 0.4968 0.559175429555734
2012-06-26 04:45:00 22.33 0.014 6.7 95.9 8.33 4.3 1.87011716026232 1.2 0 8.37675228431125 0.4968 0.558774398129342
2012-06-26 04:50:00 22.3 0.014 6.7 95.8 8.33 3.3 1.87011716026232 1.2 0 8.38042062056172 0.4968 0.558373492949788
2012-06-26 04:55:00 22.3 0.014 6.69 95.8 8.33 4.8 1.85436735151258 1.2 0 8.38042062056172 0.4968 0.558373492949788
2012-06-26 05:00:00 22.3 0.014 6.7 96.2 8.37 2.1 1.90637380137393 3.7 0 8.38042062056172 0.4968 0.558373492949788
2012-06-26 05:05:00 22.27 0.014 6.7 95.9 8.34 1.1 1.90637380137393 8.7 0 8.38409634064744 0.4968 0.557972713622053
2012-06-26 05:10:00 22.27 0.014 6.71 96.4 8.38 3.2 1.87822603314311 13.7 0 8.38409634064744 0.4968 0.557972713622053
2012-06-26 05:15:00 22.25 0.014 6.71 96.3 8.38 5.9 1.90637380137393 18.7 0 8.38655092798082 0.4968 0.557705597129725
2012-06-26 05:20:00 22.23 0.014 6.71 96.7 8.42 3.8 1.89718963073865 26.2 0 8.38900880474379 0.4968 0.557438536286517
2012-06-26 05:25:00 22.22 0.014 6.72 96.3 8.38 3 1.90637380137393 33.7 0 8.39023897762939 0.4968 0.557305026698506
2012-06-26 05:30:00 22.22 0.014 6.71 96 8.36 2.3 1.90841104673286 41.2 0 8.39023897762939 0.4968 0.557305026698506
2012-06-26 05:35:00 22.21 0.014 6.71 96.2 8.38 4.6 1.90637380137393 48.7 0 8.39146997403459 0.4968 0.557171530981176
2012-06-26 05:40:00 22.2 0.014 6.71 96.1 8.37 4.6 1.91715699028118 56.2 0.712908064705997 8.39270179434739 0.525827303824376 0.589584974832551
2012-06-26 05:45:00 22.18 0.014 6.71 96.1 8.37 3.2 1.93518248706917 63.7 0.712908064705997 8.39516790824922 0.525827303824376 0.589302456751327
2012-06-26 05:50:00 22.17 0.014 6.72 96.8 8.44 2.1 1.93518248706917 71.2 0.942057085504353 8.39640220261568 0.543420934685262 0.608873937005362
2012-06-26 05:55:00 22.16 0.014 6.71 96.2 8.39 2.3 1.94156491412888 78.7 0.471028542752177 8.39763732244463 0.511149275820669 0.572577998147607
2012-06-26 06:00:00 22.15 0.014 6.72 96.3 8.4 2.7 1.94156491412888 86.2 0.471028542752177 8.39887326812551 0.511149275820669 0.572440731955329
2012-06-26 06:05:00 22.15 0.014 6.73 96.3 8.4 2.4 1.94156491412888 131.2 0.712908064705997 8.39887326812551 0.525827303824376 0.588878789273542
2012-06-26 06:10:00 22.14 0.014 6.72 96.4 8.41 5.7 1.94156491412888 251.2 0.712908064705997 8.40011004004803 0.525827303824376 0.5887375959634
2012-06-26 06:15:00 22.13 0.014 6.72 96.2 8.39 4.6 1.95588637412315 273.7 0.942057085504353 8.40134763860222 0.543420934685262 0.608290236875397
2012-06-26 06:20:00 22.11 0.014 6.72 96.3 8.4 3.6 1.94156491412888 293.7 1.18393660745817 8.40382531716715 0.565555598251139 0.632763518138061
2012-06-26 06:25:00 22.1 0.014 6.71 95.9 8.37 4.2 1.947040732184 303.7 1.41308562825653 8.40506539795939 0.589682974884423 0.659599802354711
2012-06-26 06:30:00 22.08 0.014 6.71 96 8.38 5 1.95141785275011 331.2 1.18393660745817 8.4075480445193 0.565555598251139 0.632308169680476
2012-06-26 06:35:00 22.08 0.014 6.72 96.5 8.42 2.1 1.95141785275011 356.2 1.18393660745817 8.4075480445193 0.565555598251139 0.632308169680476
2012-06-26 06:40:00 22.06 0.014 6.72 96.7 8.45 2.7 1.95968199183374 383.7 1.18393660745817 8.41003400699104 0.565555598251139 0.632004681977289
2012-06-26 06:45:00 22.06 0.014 6.73 96.5 8.43 3.2 1.95968199183374 411.2 1.41308562825653 8.41003400699104 0.589682974884423 0.658966867557659
2012-06-26 06:50:00 22.06 0.014 6.73 96.5 8.43 4.7 1.95141785275011 431.2 1.41308562825653 8.41003400699104 0.589682974884423 0.658966867557659
2012-06-26 06:55:00 22.07 0.014 6.73 96.5 8.43 2.6 1.95968199183374 476.2 1.18393660745817 8.4087906110702 0.565555598251139 0.632156418044773
2012-06-26 07:00:00 22.06 0.014 6.73 96.5 8.43 4 1.95968199183374 498.7 1.41308562825653 8.41003400699104 0.589682974884423 0.658966867557659
2012-06-26 07:05:00 22.07 0.014 6.74 96.4 8.42 4 1.95588637412315 531.2 1.18393660745817 8.4087906110702 0.565555598251139 0.632156418044773
2012-06-26 07:10:00 22.05 0.014 6.75 96.5 8.43 2.9 1.94156491412888 561.2 1.41308562825653 8.41127823267416 0.589682974884423 0.658808674439484
2012-06-26 07:15:00 22.05 0.014 6.75 96.8 8.45 4.2 1.95588637412315 591.2 1.41308562825653 8.41127823267416 0.589682974884423 0.658808674439484
2012-06-26 07:20:00 22.06 0.014 6.75 96.7 8.45 1.6 1.95588637412315 621.2 1.18393660745817 8.41003400699104 0.565555598251139 0.632004681977289
2012-06-26 07:25:00 22.07 0.014 6.75 96.4 8.41 4.3 1.95588637412315 648.7 0.942057085504353 8.4087906110702 0.543420934685262 0.607415137651297
2012-06-26 07:30:00 22.06 0.014 6.75 96.3 8.41 2.1 1.95968199183374 681.2 1.65496515021035 8.41003400699104 0.618304049294615 0.690950731012282
2012-06-26 07:35:00 22.05 0.014 6.76 96.5 8.43 4 1.95588637412315 708.7 1.41308562825653 8.41127823267416 0.589682974884423 0.658808674439484
2012-06-26 07:40:00 22.07 0.014 6.77 97 8.47 2.6 1.95588637412315 736.2 1.18393660745817 8.4087906110702 0.565555598251139 0.632156418044773
2012-06-26 07:45:00 22.06 0.014 6.77 97.1 8.48 4.3 1.95588637412315 773.7 1.18393660745817 8.41003400699104 0.565555598251139 0.632004681977289
2012-06-26 07:50:00 22.06 0.014 6.78 96.6 8.43 2.7 1.95588637412315 791.2 1.41308562825653 8.41003400699104 0.589682974884423 0.658966867557659
2012-06-26 07:55:00 22.07 0.014 6.78 96.9 8.46 1.8 1.95131507810888 818.7 1.41308562825653 8.4087906110702 0.589682974884423 0.659125076893661
2012-06-26 08:00:00 22.07 0.014 6.79 97 8.47 3.2 1.95131507810888 846.2 1.65496515021035 8.4087906110702 0.618304049294615 0.691116619256054
2012-06-26 08:05:00 22.08 0.014 6.79 97.1 8.47 0.9 1.95588637412315 876.2 0.942057085504353 8.4075480445193 0.543420934685262 0.607560950045284
2012-06-26 08:10:00 22.1 0.014 6.78 97.2 8.48 1.7 1.95588637412315 908.7 1.18393660745817 8.40506539795939 0.565555598251139 0.632611719712898
2012-06-26 08:15:00 22.09 0.014 6.79 97.3 8.49 1.7 1.95131507810888 938.7 1.18393660745817 8.40630630694629 0.565555598251139 0.632459936898461
2012-06-26 08:20:00 22.13 0.014 6.78 97.1 8.47 1.4 1.95131507810888 968.7 0.942057085504353 8.40134763860222 0.543420934685262 0.608290236875397
2012-06-26 08:25:00 22.11 0.014 6.79 97.3 8.49 1.8 1.95588637412315 1001.2 1.18393660745817 8.40382531716715 0.565555598251139 0.632763518138061
2012-06-26 08:30:00 22.11 0.014 6.79 97.6 8.52 4.9 1.95968199183374 151.2 2.12599369296253 8.40382531716715 0.682796620666215 0.763936902404559
2012-06-26 08:35:00 22.12 0.014 6.79 96.3 8.4 3.3 1.98057213501497 1061.2 1.18393660745817 8.4025860641784 0.565555598251139 0.632915332188329
2012-06-26 08:40:00 22.12 0.014 6.78 96.3 8.4 2.9 1.9787455141811 1063.7 1.41308562825653 8.4025860641784 0.589682974884423 0.659916367354295
2012-06-26 08:45:00 22.11 0.014 6.75 95 8.29 2 1.9787455141811 1098.7 0.942057085504353 8.40382531716715 0.543420934685262 0.607998477116351
2012-06-26 08:50:00 22.11 0.014 6.74 94.9 8.28 2.4 1.9922206668589 1123.7 1.18393660745817 8.40382531716715 0.565555598251139 0.632763518138061
2012-06-26 08:55:00 22.15 0.014 6.73 94.7 8.26 2.8 2.00488366211726 1151.2 1.65496515021035 8.39887326812551 0.618304049294615 0.692444339240989
2012-06-26 09:00:00 22.16 0.014 6.72 94.9 8.27 4.6 1.9922206668589 1176.2 2.36787321491635 8.39763732244463 0.720187597769578 0.806738055844006
2012-06-26 09:05:00 22.18 0.014 6.71 95 8.27 2 1.9922206668589 1203.7 1.41308562825653 8.39516790824922 0.589682974884423 0.66086645420734
2012-06-26 09:10:00 22.16 0.014 6.71 94.9 8.27 1.8 1.9922206668589 1238.7 1.88411417100871 8.39763732244463 0.648271863673885 0.726179657325852
2012-06-26 09:15:00 22.17 0.014 6.71 94.8 8.26 3.5 1.99296387582722 1263.7 1.41308562825653 8.39640220261568 0.589682974884423 0.660708065490452
2012-06-26 09:20:00 22.16 0.014 6.71 94.8 8.26 1.1 1.99349782951262 1278.7 1.88411417100871 8.39763732244463 0.648271863673885 0.726179657325852
2012-06-26 09:25:00 22.17 0.014 6.71 94.9 8.27 4.6 1.98360967494763 1296.2 1.41308562825653 8.39640220261568 0.589682974884423 0.660708065490452
2012-06-26 09:30:00 22.2 0.014 6.71 94.8 8.26 1.2 1.97563942446255 1301.2 1.18393660745817 8.39270179434739 0.565555598251139 0.634130408855062
2012-06-26 09:35:00 22.22 0.014 6.71 94.9 8.26 1.7 1.97563942446255 1311.2 1.18393660745817 8.39023897762939 0.565555598251139 0.634434335311677
2012-06-26 09:40:00 22.23 0.014 6.71 95 8.27 1.8 1.97379538503845 1328.7 2.12599369296253 8.38900880474379 0.682796620666215 0.76613757811102
2012-06-26 09:45:00 22.23 0.014 6.72 95.2 8.29 3.5 1.98480995199689 1343.7 2.5970222357147 8.38900880474379 0.758171564448111 0.850712655273779
2012-06-26 09:50:00 22.24 0.014 6.72 97 8.44 3.1 1.97379538503845 1381.2 2.12599369296253 8.38777945499007 0.682796620666215 0.766321091347273
2012-06-26 09:55:00 22.27 0.014 6.75 97.8 8.51 2.4 1.96004146691401 1406.2 2.12599369296253 8.38409634064744 0.682796620666215 0.766871745742945
2012-06-26 10:00:00 22.34 0.014 6.78 99.8 8.67 2.3 1.96317442280138 1426.2 2.5970222357147 8.37553114461542 0.758171564448111 0.852955312321049
2012-06-26 10:05:00 22.34 0.014 6.79 98 8.52 4.3 1.95864643670638 1446.2 2.5970222357147 8.37553114461542 0.758171564448111 0.852955312321049
2012-06-26 10:10:00 22.37 0.014 6.8 98.7 8.57 4.5 1.96137443161283 1458.7 1.88411417100871 8.37187263730707 0.648271863673885 0.729839724639634
2012-06-26 10:15:00 22.4 0.014 6.82 98.9 8.58 4 1.96137443161283 1496.2 2.36787321491635 8.36822148960668 0.720187597769578 0.81138575233223
2012-06-26 10:20:00 22.44 0.014 6.82 98.6 8.55 2.1 1.96137443161283 1511.2 2.12599369296253 8.36336472307549 0.682796620666215 0.76999539372707
2012-06-26 10:25:00 22.48 0.014 6.82 98.6 8.55 2.3 1.96414184801123 1531.2 2.36787321491635 8.35852099744683 0.720187597769578 0.81293759236242
2012-06-26 10:30:00 22.48 0.014 6.82 98.9 8.57 1.3 1.96137443161283 1541.2 2.5970222357147 8.35852099744683 0.758171564448111 0.855813357670864
2012-06-26 10:35:00 22.52 0.014 6.82 98.8 8.56 3.7 1.96414184801123 1561.2 2.5970222357147 8.35369028833612 0.758171564448111 0.856630722598387
2012-06-26 10:40:00 22.55 0.014 6.82 98.6 8.53 1.5 1.96414184801123 1568.7 2.12599369296253 8.3500757839649 0.682796620666215 0.772019576026769
2012-06-26 10:45:00 22.52 0.014 6.82 99.1 8.58 2.3 1.9662219820223 1591.2 2.5970222357147 8.35369028833612 0.758171564448111 0.856630722598387
2012-06-26 10:50:00 22.5 0.014 6.83 99.4 8.61 1.1 1.96414184801123 1603.7 2.5970222357147 8.35610401734795 0.758171564448111 0.856221996509716
2012-06-26 10:55:00 22.47 0.014 6.83 100 8.66 1.7 1.97228813857798 1618.7 2.5970222357147 8.35973070760415 0.758171564448111 0.855609070907594
2012-06-26 11:00:00 22.49 0.014 6.85 100.1 8.67 1.2 1.96398987048269 1641.2 2.83890175766852 8.35731210082153 0.800892227539719 0.904251659705278
2012-06-26 11:05:00 22.54 0.014 6.85 99.8 8.63 0.9 1.96398987048269 1651.2 2.5970222357147 8.35127980737457 0.758171564448111 0.857039536139119
2012-06-26 11:10:00 22.56 0.014 6.86 99.7 8.63 0.9 1.96163341068491 1658.7 2.5970222357147 8.34887257143103 0.758171564448111 0.857448437336631
2012-06-26 11:15:00 22.56 0.014 6.85 99.9 8.64 1.3 1.96163341068491 1663.7 3.06805077846688 8.34887257143103 0.843789253911501 0.954277120290726
2012-06-26 11:20:00 22.56 0.014 6.85 99.8 8.63 1.5 1.96163341068491 1693.7 2.12599369296253 8.34887257143103 0.682796620666215 0.772203710693303
2012-06-26 11:25:00 22.6 0.014 6.85 99.8 8.63 1.4 1.96398987048269 1703.7 2.12599369296253 8.34406782249131 0.682796620666215 0.772940447417234
2012-06-26 11:30:00 22.67 0.014 6.86 99.3 8.57 1.2 1.95362831761115 1701.2 1.88411417100871 8.33569064335976 0.648271863673885 0.735082506026696
2012-06-26 11:35:00 22.57 0.014 6.84 99.7 8.62 1.5 1.96954209873794 1711.2 3.3099303004207 8.34767016939466 0.891567820826148 1.00855239307615
2012-06-26 11:40:00 22.6 0.014 6.83 100.5 8.69 1.3 1.95847170116516 1736.2 2.83890175766852 8.34406782249131 0.800892227539719 0.906627212190252
2012-06-26 11:45:00 22.62 0.014 6.81 100.4 8.67 1.2 1.96693028724269 1736.2 2.83890175766852 8.34167030345302 0.800892227539719 0.907059432839087
2012-06-26 11:50:00 17.08 0.001 6.07 92.8 8.95 4.8 1.96693028724269 1753.7 2.83890175766852 9.14123004897609 0.800892227539719 0.790622389083831
2012-06-26 11:55:00 18.16 0.001 5.99 94.4 8.91 5.3 1.96693028724269 1758.7 1.88411417100871 8.96240227756179 0.648271863673885 0.65790731170664
2012-06-26 12:00:00 18.27 0.001 5.67 99.4 9.36 4.8 1.96693028724269 1766.2 2.36787321491635 8.94485899254864 0.720187597769578 0.732936607072899
2012-06-26 12:05:00 22.78 0.014 6.93 100.2 8.64 3.2 1.96557947882233 1776.2 1.88411417100871 8.32260628449594 0.648271863673885 0.737009119431945
2012-06-26 12:10:00 22.83 0.014 6.82 100.3 8.63 1.4 1.9572361349881 1758.7 2.36787321491635 8.31669096828915 0.720187597769578 0.819742617322646
2012-06-26 12:15:00 22.91 0.014 6.81 100 8.59 1.3 1.96005219692244 1763.7 3.06805077846688 8.30726806331035 0.843789253911501 0.962257014340732
2012-06-26 12:20:00 22.94 0.014 6.82 100 8.59 1.7 1.96765189966276 1781.2 2.36787321491635 8.3037476417091 0.720187597769578 0.821886746118209
2012-06-26 12:25:00 23.01 0.014 6.8 100.3 8.61 0.2 1.95991463848444 1796.2 2.5970222357147 8.295561178951 0.758171564448111 0.866672365372704
2012-06-26 12:30:00 23 0.014 6.81 100.4 8.61 0.4 1.96219206560637 1798.7 2.83890175766852 8.29672828942129 0.800892227539719 0.915289662546269
2012-06-26 12:35:00 23 0.014 6.8 100.2 8.6 2.4 1.96219206560637 1808.7 2.12599369296253 8.29672828942129 0.682796620666215 0.780325575685923
2012-06-26 12:40:00 23.03 0.014 6.81 100.4 8.6 0.6 1.96934070639967 1826.2 2.36787321491635 8.29322933892422 0.720187597769578 0.823643004024595
2012-06-26 12:45:00 23.04 0.014 6.82 100.5 8.61 1.4 1.96934070639967 1826.2 1.88411417100871 8.29206460863672 0.648271863673885 0.741572282239696
2012-06-26 12:50:00 23.1 0.014 6.82 99.9 8.55 1.5 1.96206166318047 1826.2 2.12599369296253 8.28509286009028 0.682796620666215 0.782177025720765
2012-06-26 12:55:00 23.11 0.014 6.8 99.7 8.53 1.2 1.96206166318047 1826.2 2.5970222357147 8.2839336707969 0.758171564448111 0.868728434297267
2012-06-26 13:00:00 23.11 0.014 6.8 99.7 8.53 1.6 1.96399496945522 1816.2 1.88411417100871 8.2839336707969 0.648271863673885 0.742803116783113
2012-06-26 13:05:00 23.13 0.014 6.8 99.9 8.55 1 1.96399496945522 1813.7 2.36787321491635 8.28161766219404 0.720187597769578 0.825596511618886
2012-06-26 13:10:00 23.14 0.014 6.8 100 8.55 3.6 1.96399496945522 1808.7 2.36787321491635 8.28046084215894 0.720187597769578 0.82579198572507
2012-06-26 13:15:00 23.19 0.014 6.8 99.7 8.52 0.8 1.96602058620029 1808.7 2.83890175766852 8.27468857015907 0.800892227539719 0.919417975282867
2012-06-26 13:20:00 23.14 0.014 6.79 99.9 8.55 1.4 1.96602058620029 1808.7 2.12599369296253 8.28046084215894 0.682796620666215 0.782918199331061
2012-06-26 13:25:00 23.21 0.014 6.8 100.2 8.56 1.3 1.96399496945522 1806.2 2.36787321491635 8.27238517442592 0.720187597769578 0.827160938070476
2012-06-26 13:30:00 23.18 0.014 6.79 99.9 8.54 2.2 1.96602058620029 1803.7 3.06805077846688 8.27584144867472 0.843789253911501 0.968434269252538
2012-06-26 13:35:00 23.29 0.014 6.79 99.9 8.52 0.5 1.96399496945522 1798.7 2.36787321491635 8.26320302264132 0.720187597769578 0.828726823874228
2012-06-26 13:40:00 23.36 0.014 6.79 100.1 8.53 0.7 1.95903155572161 1791.2 2.12599369296253 8.25520978641294 0.682796620666215 0.787000828107693
2012-06-26 13:45:00 23.23 0.014 6.78 99.7 8.51 2.8 1.95688543228504 1786.2 2.36787321491635 8.27008492468639 0.720187597769578 0.827552272004655
2012-06-26 13:50:00 23.26 0.014 6.77 99.6 8.51 5 1.94836448086318 1783.7 1.88411417100871 8.26664044251422 0.648271863673885 0.745443968700339
2012-06-26 13:55:00 23.33 0.014 6.78 100.1 8.53 1.3 1.95688543228504 1778.7 2.12599369296253 8.25863076520894 0.682796620666215 0.786443483430282
